time,hci
UTC,fraction below monthly threshold
1980-01-01T00:00:00Z,0.399361
1980-02-01T00:00:00Z,0.18290734
1980-03-01T00:00:00Z,0.23003195
1980-04-01T00:00:00Z,0.35623002
1980-05-01T00:00:00Z,0.4464856
1980-06-01T00:00:00Z,0.60942495
1980-07-01T00:00:00Z,0.5071885
1980-08-01T00:00:00Z,0.4464856
1980-09-01T00:00:00Z,0.53194886
1980-10-01T00:00:00Z,0.5439297
1980-11-01T00:00:00Z,0.6046326
1980-12-01T00:00:00Z,0.43290734
1981-01-01T00:00:00Z,0.28354633
1981-02-01T00:00:00Z,0.29872206
1981-03-01T00:00:00Z,0.18370607
1981-04-01T00:00:00Z,0.46645367
1981-05-01T00:00:00Z,0.38099042
1981-06-01T00:00:00Z,0.35223642
1981-07-01T00:00:00Z,0.34105432
1981-08-01T00:00:00Z,0.41054314
1981-09-01T00:00:00Z,0.4752396
1981-10-01T00:00:00Z,0.53115016
1981-11-01T00:00:00Z,0.51677316
1981-12-01T00:00:00Z,0.4680511
1982-01-01T00:00:00Z,0.7348243
1982-02-01T00:00:00Z,0.53434503
1982-03-01T00:00:00Z,0.49520767
1982-04-01T00:00:00Z,0.485623
1982-05-01T00:00:00Z,0.49361023
1982-06-01T00:00:00Z,0.76916933
1982-07-01T00:00:00Z,0.7276358
1982-08-01T00:00:00Z,0.586262
1982-09-01T00:00:00Z,0.4384984
1982-10-01T00:00:00Z,0.37539935
1982-11-01T00:00:00Z,0.32747602
1982-12-01T00:00:00Z,0.42891374
1983-01-01T00:00:00Z,0.19648562
1983-02-01T00:00:00Z,0.013578275
1983-03-01T00:00:00Z,0.071086265
1983-04-01T00:00:00Z,0.307508
1983-05-01T00:00:00Z,0.46645367
1983-06-01T00:00:00Z,0.3953674
1983-07-01T00:00:00Z,0.4816294
1983-08-01T00:00:00Z,0.35543132
1983-09-01T00:00:00Z,0.21325879
1983-10-01T00:00:00Z,0.039936103
1983-11-01T00:00:00Z,0.14297125
1983-12-01T00:00:00Z,0.38658148
1984-01-01T00:00:00Z,0.3953674
1984-02-01T00:00:00Z,0.34105432
1984-03-01T00:00:00Z,0.3330671
1984-04-01T00:00:00Z,0.4169329
1984-05-01T00:00:00Z,0.46645367
1984-06-01T00:00:00Z,0.4057508
1984-07-01T00:00:00Z,0.38738018
1984-08-01T00:00:00Z,0.3035144
1984-09-01T00:00:00Z,0.1485623
1984-10-01T00:00:00Z,0.3953674
1984-11-01T00:00:00Z,0.5327476
1984-12-01T00:00:00Z,0.701278
1985-01-01T00:00:00Z,0.75319487
1985-02-01T00:00:00Z,0.71166134
1985-03-01T00:00:00Z,0.778754
1985-04-01T00:00:00Z,0.5079872
1985-05-01T00:00:00Z,0.5646965
1985-06-01T00:00:00Z,0.5263578
1985-07-01T00:00:00Z,0.44009584
1985-08-01T00:00:00Z,0.45607027
1985-09-01T00:00:00Z,0.42971247
1985-10-01T00:00:00Z,0.38099042
1985-11-01T00:00:00Z,0.5623003
1985-12-01T00:00:00Z,0.7563898
1986-01-01T00:00:00Z,0.45447284
1986-02-01T00:00:00Z,0.38658148
