Year,Area,Species Name,Number Of Fish (estimated),Landed Weight (lbs),Whole Weight (lbs),Permit Count,Processor Count,Vessel Count
2007,Bristol Bay,Sockeye Salmon,29700884,172939338.27,172991332.84,2305,33,1713
2007,Chignik,Chinook Salmon,,,,48,2,48
2007,Chignik,Chum Salmon,77572,640497,640497,40,3,39
2007,Chignik,Coho Salmon,73221,543762,543762,46,3,45
2007,Chignik,Pink Salmon,2018986,7384968,7384968,52,3,52
2007,Chignik,Sockeye Salmon,834262,5807848,5807848,56,3,56
2007,Cook Inlet,Chinook Salmon,17869,368550.85,368550.85,672,52,257
2007,Cook Inlet,Chum Salmon,79088,579603,579603,634,26,438
2007,Cook Inlet,Coho Salmon,183467,1184223,1184223,829,46,441
2007,Cook Inlet,Pink Salmon,434659,1455811,1455811,780,23,431
2007,Cook Inlet,Sockeye Salmon,3688467,22569866.4,22569866.4,913,65,455
2007,Kodiak,Chinook Salmon,17222,163518,169860.01,203,12,127
2007,Kodiak,Chum Salmon,728919,5666630,5666950.33,289,14,159
2007,Kodiak,Coho Salmon,356093,2627412,2627855.59,278,21,155
2007,Kodiak,Pink Salmon,24809406,90183279,90193838.86,293,15,165
2007,Kodiak,Sockeye Salmon,2012388,11365968,11398882.13,298,19,157
2007,Kuskokwim,Chinook Salmon,,,,243,2,39
2007,Kuskokwim,Chum Salmon,79563,543603,543603,446,4,52
2007,Kuskokwim,Coho Salmon,189894,1375713,1375713,451,4,50
2007,Kuskokwim,Sockeye Salmon,153766,1008007,1008007,335,3,47
2007,Norton Sound/Port Clarence,Chinook Salmon,,,,11,1,4
2007,Norton Sound/Port Clarence,Chum Salmon,,,,72,2,71
2007,Norton Sound/Port Clarence,Coho Salmon,,,,71,2,80
2007,Norton Sound/Port Clarence,Pink Salmon,,,,25,1,9
2007,Norton Sound/Port Clarence,Sockeye Salmon,,,,5,2,3
2007,Prince William Sound,Chinook Salmon,40118,876711,894379.78,550,34,547
2007,Prince William Sound,Chum Salmon,3578960,24798084.01,24798084.01,488,17,467
2007,Prince William Sound,Coho Salmon,328627,2808370.5,2842021.03,518,24,498
2007,Prince William Sound,Pink Salmon,63469027,213452854,213452854,371,18,344
2007,Prince William Sound,Sockeye Salmon,3228935,20224512.94,20585395.77,630,39,630
2007,Southeast/Yakutat,Chinook Salmon,350289,5162552.98,5843248.85,1699,171,1597
2007,Southeast/Yakutat,Chum Salmon,9416492,77092636.24,77113609.16,1482,103,1368
2007,Southeast/Yakutat,Coho Salmon,2060981,12833495.74,13769281.39,1732,161,1596
2007,Southeast/Yakutat,Pink Salmon,44880870,161444163.2,161470584.92,1097,62,999
2007,Southeast/Yakutat,Sockeye Salmon,1904248,12153278.55,12194434.71,1398,124,1264
2007,Yukon,Chinook Salmon,34478,610831.1,610831.1,576,15,45
2007,Yukon,Chum Salmon,288888,1890871.85,1884933.25,563,13,44
2007,Yukon,Coho Salmon,44575,331412,331412,306,9,19
2008,Alaska Peninsula/Aleutian Islands,Chinook Salmon,6178,102638,102638.28,219,12,214
2008,Alaska Peninsula/Aleutian Islands,Chum Salmon,991853,7146848,7146848.74,262,13,286
2008,Alaska Peninsula/Aleutian Islands,Coho Salmon,352889,2477794,2478579.83,220,13,229
2008,Alaska Peninsula/Aleutian Islands,Pink Salmon,13529948,46274284,46274284.59,222,13,243
2008,Alaska Peninsula/Aleutian Islands,Sockeye Salmon,4255328,23544169,23544565.93,267,15,302
2008,Arctic/Kotzebue,Chum Salmon,,,,48,2,1
2008,Arctic/Kotzebue,Pink Salmon,,,,1,1,1
2008,Bristol Bay,Chinook Salmon,24604,382609,382718.54,1267,34,803
2008,Bristol Bay,Chum Salmon,1257885,7822158,7826424,2167,37,1612
2008,Bristol Bay,Coho Salmon,116736,753188,753336.02,396,24,212
2008,Bristol Bay,Pink Salmon,285177,1012480.7,1012557.29,529,17,286
2008,Bristol Bay,Sockeye Salmon,27589926,159372634,159442399.04,2320,39,1612
2008,Chignik,Chinook Salmon,955,14463,14463.02,49,4,49
2008,Chignik,Chum Salmon,209264,1725458,1725458,53,4,54
2008,Chignik,Coho Salmon,161536,1290277,1290298.82,52,4,54
2008,Chignik,Pink Salmon,2389753,8191562,8191562,53,4,55
2008,Chignik,Sockeye Salmon,687270,4734436,4734436,55,4,57
2008,Cook Inlet,Chinook Salmon,13413,311838.75,313078.75,556,67,156
2008,Cook Inlet,Chum Salmon,226237,1819059,1819253.21,649,27,443
2008,Cook Inlet,Coho Salmon,174128,1221054.55,1223493.67,848,57,440
2008,Cook Inlet,Pink Salmon,675287,2446511.5,2446583.49,776,26,438
2008,Cook Inlet,Sockeye Salmon,2802771,16122780.85,16126139.82,919,67,452
2008,Kodiak,Chinook Salmon,16883,137637,142955.21,184,10,116
2008,Kodiak,Chum Salmon,908001,7638959,7639918.26,270,10,143
2008,Kodiak,Coho Salmon,300791,2430472,2433433.17,260,14,141
2008,Kodiak,Pink Salmon,8780100,32496357,32508963.05,273,11,144
2008,Kodiak,Sockeye Salmon,1818415,10061129,10123607.81,275,14,143
2008,Kuskokwim,Chinook Salmon,23958,308052,308052,329,4,38
2008,Kuskokwim,Chum Salmon,97889,696909,696909,422,3,44
2008,Kuskokwim,Coho Salmon,259666,1842742,1842742,433,7,43
2008,Kuskokwim,Pink Salmon,,,,1,1,1
2008,Kuskokwim,Sockeye Salmon,112580,753949,753949,330,3,42
2008,Norton Sound/Port Clarence,Chinook Salmon,,,,31,1,6
2008,Norton Sound/Port Clarence,Chum Salmon,,,,91,2,9
2008,Norton Sound/Port Clarence,Coho Salmon,,,,87,1,9
2008,Norton Sound/Port Clarence,Pink Salmon,,,,68,2,9
2008,Norton Sound/Port Clarence,Sockeye Salmon,,,,14,2,1
2008,Prince William Sound,Chinook Salmon,11788,257948,263134.1,531,26,524
2008,Prince William Sound,Chum Salmon,5076121,39373212.75,39362027.73,605,13,606
2008,Prince William Sound,Coho Salmon,550026,5228589,5278522.9,544,20,523
2008,Prince William Sound,Pink Salmon,42347004,143597125.7,143515289.85,501,14,476
2008,Prince William Sound,Sockeye Salmon,1298539,7985804,8050004.32,619,30,618
2008,Southeast/Yakutat,Chinook Salmon,245545,3709970.85,4119389.91,1641,167,1545
2008,Southeast/Yakutat,Chum Salmon,9050618,77912764.57,77990035.55,1236,92,1160
2008,Southeast/Yakutat,Coho Salmon,2378168,18994088.06,20038547.2,1731,166,1602
2008,Southeast/Yakutat,Pink Salmon,15967491,58792437.35,58803667.03,1053,49,972
2008,Southeast/Yakutat,Sockeye Salmon,429443,2713432.55,2737727.91,1025,97,909
2008,Yukon,Chinook Salmon,4641,65558,65558,427,7,32
2008,Yukon,Chum Salmon,270531,1877828.2,1852371.5,497,11,32
2008,Yukon,Coho Salmon,35691,243029.8,241028,410,4,29
2008,Yukon,Pink Salmon,,,,249,1,19
2008,Yukon,Sockeye Salmon,,,,1,1,1
2009,Alaska Peninsula/Aleutian Islands,Chinook Salmon,9064,144441,144445.16,242,7,256
2009,Alaska Peninsula/Aleutian Islands,Chum Salmon,1792971,12434939,12434939,277,11,332
2009,Alaska Peninsula/Aleutian Islands,Coho Salmon,316566,2098663,2099247.61,251,13,263
2009,Alaska Peninsula/Aleutian Islands,Pink Salmon,9822112,31659813,31659813,214,9,252
2009,Alaska Peninsula/Aleutian Islands,Sockeye Salmon,4155644,24617658,24617802.87,287,12,367
2009,Arctic/Kotzebue,Chum Salmon,,,,62,2,1
2009,Bristol Bay,Chinook Salmon,30830,468394,468557.9,1181,30,740
2009,Bristol Bay,Chum Salmon,1323189,8270546,8276150.1,2285,41,1598
2009,Bristol Bay,Coho Salmon,59273,385357,385358,362,21,170
2009,Bristol Bay,Pink Salmon,508,1660,1660.1,122,9,32
2009,Bristol Bay,Sockeye Salmon,30876675,183164729,183247864.65,2287,41,1603
2009,Chignik,Chinook Salmon,3244,30791,30791,51,3,52
2009,Chignik,Chum Salmon,256403,1922369,1922369,53,3,56
2009,Chignik,Coho Salmon,110373,732346,732491.13,53,3,55
2009,Chignik,Pink Salmon,1406392,4496819,4496819,54,3,57
2009,Chignik,Sockeye Salmon,1198012,8261502,8261859.4,56,3,60
2009,Cook Inlet,Chinook Salmon,8674,150212.35,150212.35,585,51,223
2009,Cook Inlet,Chum Salmon,156625,1177645,1177645,601,28,404
2009,Cook Inlet,Coho Salmon,155206,1014476.2,1014476.2,747,48,400
2009,Cook Inlet,Pink Salmon,1203934,3753922,3753922,755,27,413
2009,Cook Inlet,Sockeye Salmon,2336282,14031718.05,14031718.05,881,62,422
2009,Kodiak,Chinook Salmon,7219,66207,69019.17,182,12,133
2009,Kodiak,Chum Salmon,955798,7380980,7382156.12,289,9,175
2009,Kodiak,Coho Salmon,288737,1910286,1912066.76,268,14,166
2009,Kodiak,Pink Salmon,27647792,91569022,91578164.33,285,12,177
2009,Kodiak,Sockeye Salmon,1726967,9841966,9898301.26,291,13,177
2009,Kuskokwim,Chinook Salmon,22087,290230,290230,371,5,45
2009,Kuskokwim,Chum Salmon,184789,1274886,1274886,416,5,47
2009,Kuskokwim,Coho Salmon,160893,1214510,1214510,406,6,43
2009,Kuskokwim,Pink Salmon,,,,1,1,1
2009,Kuskokwim,Sockeye Salmon,170318,1103436,1103436,375,5,45
2009,Norton Sound/Port Clarence,Chum Salmon,,,,88,2,5
2009,Norton Sound/Port Clarence,Coho Salmon,,,,88,2,6
2009,Norton Sound/Port Clarence,Pink Salmon,,,,65,1,2
2009,Norton Sound/Port Clarence,Sockeye Salmon,,,,32,1,1
2009,Prince William Sound,Chinook Salmon,9876,185571,189217.42,510,27,501
2009,Prince William Sound,Chum Salmon,3221928,24242275.25,24203511.49,602,15,595
2009,Prince William Sound,Coho Salmon,299846,2654985,2701832.52,538,27,538
2009,Prince William Sound,Pink Salmon,19001302,57156884.15,57039973.42,527,15,496
2009,Prince William Sound,Sockeye Salmon,1912411,11899008.55,12009257.34,649,33,656
2009,Southeast/Yakutat,Chinook Salmon,270513,3802613.12,4246486.13,1743,173,1634
2009,Southeast/Yakutat,Chum Salmon,9673071,71312289.32,71341990.87,1589,115,1491
2009,Southeast/Yakutat,Coho Salmon,2617394,16677621.87,17752824.98,1804,163,1681
2009,Southeast/Yakutat,Pink Salmon,38095438,120391672.74,120411279.35,1169,55,1073
2009,Southeast/Yakutat,Sockeye Salmon,922711,5492381.3,5520820.55,1352,116,1232
2009,Yukon,Chinook Salmon,,,,148,2,13
2009,Yukon,Chum Salmon,195541,1260797.02,1260797.02,402,6,29
2009,Yukon,Coho Salmon,8033,55464,55464,237,3,19
2009,Yukon,Sockeye Salmon,,,,1,1,1
2010,Alaska Peninsula/Aleutian Islands,Chinook Salmon,10637,147277,147292.25,247,8,239
2010,Alaska Peninsula/Aleutian Islands,Chum Salmon,1056352,7495926,7496124.89,285,9,274
2010,Alaska Peninsula/Aleutian Islands,Coho Salmon,226973,1611869,1611873.34,238,7,229
2010,Alaska Peninsula/Aleutian Islands,Pink Salmon,871505,2576026,2576029.61,201,8,194
2010,Alaska Peninsula/Aleutian Islands,Sockeye Salmon,3518417,20117477,20127502.91,289,8,282
2010,Arctic/Kotzebue,Chum Salmon,270343,2160264,2159950,66,4,1
2010,Bristol Bay,Chinook Salmon,32188,454097,454253.21,1173,28,708
2010,Bristol Bay,Chum Salmon,1001085,6092905,6095238.84,2348,33,1449
2010,Bristol Bay,Coho Salmon,108502,728147,728238.81,529,19,277
2010,Bristol Bay,Pink Salmon,1334024,4399908,4399908,653,14,332
2010,Bristol Bay,Sockeye Salmon,29051277,169830046,169848465.81,2355,34,1452
2010,Chignik,Chinook Salmon,8850,93361,93361,63,3,63
2010,Chignik,Chum Salmon,577037,4406992,4406992,65,3,65
2010,Chignik,Coho Salmon,159035,1136727,1136727,60,3,60
2010,Chignik,Pink Salmon,489609,1663298,1663298,65,3,65
2010,Chignik,Sockeye Salmon,1378797,8974358,8974358,66,3,66
2010,Cook Inlet,Chinook Salmon,9837,203452.7,203452.7,544,38,177
2010,Cook Inlet,Chum Salmon,323768,2343392.6,2343083.6,639,26,372
2010,Cook Inlet,Coho Salmon,208588,1371375.2,1371375.2,780,42,362
2010,Cook Inlet,Pink Salmon,570930,2253095,2253095,731,28,370
2010,Cook Inlet,Sockeye Salmon,2925658,17902681.2,17902682.11,871,56,381
2010,Kodiak,Chinook Salmon,14548,116085,119383.55,196,12,129
2010,Kodiak,Chum Salmon,734289,5633637,5634965.42,311,12,155
2010,Kodiak,Coho Salmon,266463,2006850,2013573.4856,295,16,154
2010,Kodiak,Pink Salmon,8864478,32175363,32184686.1,303,12,155
2010,Kodiak,Sockeye Salmon,1437326,7691910,7711511.94,316,15,157
2010,Kuskokwim,Chinook Salmon,18723,245313,245313,477,4,28
2010,Kuskokwim,Chum Salmon,226672,1557487,1557487,517,3,35
2010,Kuskokwim,Coho Salmon,76621,540055,540055,502,4,30
2010,Kuskokwim,Pink Salmon,,,,1,1,1
2010,Kuskokwim,Sockeye Salmon,201864,1375543,1375543,495,4,35
2010,Norton Sound/Port Clarence,Chinook Salmon,,,,39,1,1
2010,Norton Sound/Port Clarence,Chum Salmon,,,,114,2,1
2010,Norton Sound/Port Clarence,Coho Salmon,,,,114,1,1
2010,Norton Sound/Port Clarence,Pink Salmon,,,,92,2,1
2010,Norton Sound/Port Clarence,Sockeye Salmon,,,,39,1,1
2010,Prince William Sound,Chinook Salmon,10046,197313.7,201222.78,513,24,505
2010,Prince William Sound,Chum Salmon,4323157,29432453,29400600.44,663,16,656
2010,Prince William Sound,Coho Salmon,333748,2987936,3042713.08,582,22,571
2010,Prince William Sound,Pink Salmon,71309575,256425241.2,256296174.82,631,19,616
2010,Prince William Sound,Sockeye Salmon,2036865,12514269.6,12591105.59,673,30,664
2010,Southeast/Yakutat,Chinook Salmon,264761,3801164.86,4293502.2701,1652,170,1570
2010,Southeast/Yakutat,Chum Salmon,9473305,79068888.09,79260817.89,1469,90,1371
2010,Southeast/Yakutat,Coho Salmon,2584495,19486343.98,20600564.3544,1748,163,1616
2010,Southeast/Yakutat,Pink Salmon,24299377,103073711.25,103117157.5932,1280,55,1178
2010,Southeast/Yakutat,Sockeye Salmon,718960,4237761.08,4257944.3196,1238,108,1113
2010,Yukon,Chinook Salmon,,,,433,1,1
2010,Yukon,Chum Salmon,235438,1457912,1457912,454,3,1
2010,Yukon,Coho Salmon,,,,92,2,1
2011,Alaska Peninsula/Aleutian Islands,Chinook Salmon,9585,126945,126948.13,254,6,242
2011,Alaska Peninsula/Aleutian Islands,Chum Salmon,1268519,8541650,8541650,293,7,277
2011,Alaska Peninsula/Aleutian Islands,Coho Salmon,172945,1069301,1069307.7,231,4,216
2011,Alaska Peninsula/Aleutian Islands,Pink Salmon,5741799,18863864,18863864,229,7,219
2011,Alaska Peninsula/Aleutian Islands,Sockeye Salmon,2846726,16800280,16800280,298,7,282
2011,Arctic/Kotzebue,Chum Salmon,,,,89,2,1
2011,Bristol Bay,Chinook Salmon,35576,462408,462467.7804,1262,28,790
2011,Bristol Bay,Chum Salmon,702179,4500671,4507211.9803,2400,36,1493
2011,Bristol Bay,Coho Salmon,13371,82890,83234.13,273,18,121
2011,Bristol Bay,Pink Salmon,626,1908,1908,135,5,30
2011,Bristol Bay,Sockeye Salmon,22101331,134733398,134942814.3012,2404,39,1496
2011,Chignik,Chinook Salmon,,,,65,2,66
2011,Chignik,Chum Salmon,,,,64,2,66
2011,Chignik,Coho Salmon,,,,53,2,53
2011,Chignik,Pink Salmon,903111,2876030,2876030,64,3,66
2011,Chignik,Sockeye Salmon,2496681,17889240,17889240,65,3,71
2011,Cook Inlet,Chinook Salmon,11109,225659.85,225659.85,646,42,221
2011,Cook Inlet,Chum Salmon,160871,1073335,1073335,740,27,442
2011,Cook Inlet,Coho Salmon,95625,547096.8,547096.8,849,41,431
2011,Cook Inlet,Pink Salmon,395951,1151542,1151542,849,27,431
2011,Cook Inlet,Sockeye Salmon,5667454,36216037.35,36193672.35,1024,64,457
2011,Kodiak,Chinook Salmon,18454,173049,181070.4736,241,13,165
2011,Kodiak,Chum Salmon,824495,5565151,5566303.769,336,11,188
2011,Kodiak,Coho Salmon,188474,1257867,1258179.88,308,18,181
2011,Kodiak,Pink Salmon,16642402,53423245,53428451.09,331,11,189
2011,Kodiak,Sockeye Salmon,2267988,13436459,13472178.53,339,15,187
2011,Kuskokwim,Chinook Salmon,,,,244,2,23
2011,Kuskokwim,Chum Salmon,236406,1516218,1516282.9748,502,4,38
2011,Kuskokwim,Coho Salmon,119923,855515,858304.0178,476,4,35
2011,Kuskokwim,Pink Salmon,,,,1,1,1
2011,Kuskokwim,Sockeye Salmon,76598,499679,499708.6327,449,4,34
2011,Norton Sound/Port Clarence,Chinook Salmon,,,,40,1,1
2011,Norton Sound/Port Clarence,Chum Salmon,,,,119,1,1
2011,Norton Sound/Port Clarence,Coho Salmon,,,,119,1,1
2011,Norton Sound/Port Clarence,Pink Salmon,,,,55,1,1
2011,Norton Sound/Port Clarence,Sockeye Salmon,,,,54,1,1
2011,Prince William Sound,Chinook Salmon,19113,387260.45,394966.989,547,25,538
2011,Prince William Sound,Chum Salmon,1914190,14181848.2,14169374.5861,657,19,661
2011,Prince William Sound,Coho Salmon,370330,2619164,2641446.4307,676,24,657
2011,Prince William Sound,Pink Salmon,33394423,99900223.5,99849983.7251,579,18,565
2011,Prince William Sound,Sockeye Salmon,3531906,21632839.1,21882359.8234,720,29,741
2011,Southeast/Yakutat,Chinook Salmon,342672,4578229.43,5134051.484,1768,169,1689
2011,Southeast/Yakutat,Chum Salmon,10729152,81942217.76,82056422.4934,1688,98,1605
2011,Southeast/Yakutat,Coho Salmon,2304408,13763829,14567462.6131,1852,158,1739
2011,Southeast/Yakutat,Pink Salmon,59079411,219243631.59,219187889.6434,1504,65,1410
2011,Southeast/Yakutat,Sockeye Salmon,1235374,7497955.35,7519472.2565,1468,117,1353
2011,Yukon,Chinook Salmon,,,,62,1,1
2011,Yukon,Chum Salmon,514140,3483461.52,3483461.52,446,5,1
2011,Yukon,Coho Salmon,76315,516498,516498,395,5,1
2012,Alaska Peninsula/Aleutian Islands,Chinook Salmon,8750,139671,139675.0111,234,5,226
2012,Alaska Peninsula/Aleutian Islands,Chum Salmon,908802,6643203,6643203,269,6,284
2012,Alaska Peninsula/Aleutian Islands,Coho Salmon,129208,808474,808474,213,5,210
2012,Alaska Peninsula/Aleutian Islands,Pink Salmon,665742,2075471,2075471,223,6,226
2012,Alaska Peninsula/Aleutian Islands,Sockeye Salmon,2786906,16452448,16452448,276,6,294
2012,Arctic/Kotzebue,Chum Salmon,227965,1751473,1751506.37,83,3,1
2012,Bristol Bay,Chinook Salmon,18556,266666,266689.0415,1191,28,685
2012,Bristol Bay,Chum Salmon,679229,4280879,4286606.2287,2324,34,1450
2012,Bristol Bay,Coho Salmon,115938,631430,631430,537,13,293
2012,Bristol Bay,Pink Salmon,906464,2822435,2822435,676,14,348
2012,Bristol Bay,Sockeye Salmon,20914332,119203383,119394875.0264,2396,36,1452
2012,Chignik,Chinook Salmon,3636,48850,49197.21,56,4,55
2012,Chignik,Chum Salmon,170872,1533079,1533079,68,4,67
2012,Chignik,Coho Salmon,33316,225798,225798,54,4,53
2012,Chignik,Pink Salmon,137684,452159,452159,68,4,67
2012,Chignik,Sockeye Salmon,1799608,12262666,12262666,70,4,69
2012,Cook Inlet,Chinook Salmon,2547,43011,43282.89,352,34,119
2012,Cook Inlet,Chum Salmon,326199,2634416,2634416.74,633,30,482
2012,Cook Inlet,Coho Salmon,107419,646880.75,647523.33,751,41,467
2012,Cook Inlet,Pink Salmon,726064,2595190,2595190,786,23,479
2012,Cook Inlet,Sockeye Salmon,3328212,22317698.15,22318606.57,938,57,480
2012,Kodiak,Chinook Salmon,14785,108957,111830.95,219,10,149
2012,Kodiak,Chum Salmon,866392,6824124,6824683.83,330,12,189
2012,Kodiak,Coho Salmon,208514,1451829,1452363.0988,295,13,179
2012,Kodiak,Pink Salmon,16873244,60417436,60428918.51,328,12,194
2012,Kodiak,Sockeye Salmon,2235185,12421856,12468718.57,335,12,191
2012,Kuskokwim,Chinook Salmon,,,,222,1,23
2012,Kuskokwim,Chum Salmon,,,,453,2,28
2012,Kuskokwim,Coho Salmon,143269,876598.8,876598.8,451,3,14
2012,Kuskokwim,Sockeye Salmon,,,,375,2,26
2012,Norton Sound/Port Clarence,Chum Salmon,63170,428357,427636,122,3,1
2012,Norton Sound/Port Clarence,Coho Salmon,36963,245078,245078,110,3,1
2012,Norton Sound/Port Clarence,Pink Salmon,205451,492505,492471,94,3,1
2012,Norton Sound/Port Clarence,Sockeye Salmon,,,,33,1,1
2012,Prince William Sound,Chinook Salmon,12217,255107,259897.8792,547,22,547
2012,Prince William Sound,Chum Salmon,3817536,27186204.3,27197217.6416,725,15,721
2012,Prince William Sound,Coho Salmon,209160,1682847,1702750.2217,569,19,565
2012,Prince William Sound,Pink Salmon,27232371,107183219.3,107093188.6546,647,18,633
2012,Prince William Sound,Sockeye Salmon,3689952,24784932.85,25070565.9314,756,30,767
2012,Southeast/Yakutat,Chinook Salmon,275738,3599986.61,4063201.5443,1740,173,1667
2012,Southeast/Yakutat,Chum Salmon,12369065,112500560.12,112815596.8798,1559,95,1486
2012,Southeast/Yakutat,Coho Salmon,2083871,13311766.5,14101885.5693,1761,144,1661
2012,Southeast/Yakutat,Pink Salmon,21302122,76029160.15,76150042.1488,1405,52,1327
2012,Southeast/Yakutat,Sockeye Salmon,944142.6,5905636.53,5928805.7192,1329,104,1222
2012,Yukon,Chum Salmon,611845,3826309.1,3826309.1,496,7,31
2012,Yukon,Coho Salmon,74828,457706,457706,439,4,29
2012,Yukon,Sockeye Salmon,,,,1,1,1
2013,Alaska Peninsula/Aleutian Islands,Chinook Salmon,7238,86054,86054.2245,228,7,217
2013,Alaska Peninsula/Aleutian Islands,Chum Salmon,1083218,7835318,7835318,274,7,272
2013,Alaska Peninsula/Aleutian Islands,Coho Salmon,322349,2111041,2111067.087,228,7,224
2013,Alaska Peninsula/Aleutian Islands,Pink Salmon,7806188,24341749,24341749,236,7,234
2013,Alaska Peninsula/Aleutian Islands,Sockeye Salmon,2962044,17355513,17355513,284,8,289
2013,Arctic/Kotzebue,Chum Salmon,318995,2555303.7,2552968.7,66,3,1
2013,Bristol Bay,Chinook Salmon,13991,214011,214011.5329,970,23,545
2013,Bristol Bay,Chum Salmon,1138034,7255586,7264375.5608,2274,30,1415
2013,Bristol Bay,Coho Salmon,137250,823146,823160,301,12,111
2013,Bristol Bay,Pink Salmon,389,1501,1501,114,5,32
2013,Bristol Bay,Sockeye Salmon,15419032,92389142.9,92559907.6064,2336,34,1415
2013,Chignik,Chinook Salmon,2875,35644,36041.4139,72,6,72
2013,Chignik,Chum Salmon,154965,1196565,1196577.08,75,6,76
2013,Chignik,Coho Salmon,32252,225989,225989,64,4,64
2013,Chignik,Pink Salmon,867774,2599116,2599119.2,77,5,78
2013,Chignik,Sockeye Salmon,2404564,17105585,17106287.58,77,6,78
2013,Cook Inlet,Chinook Salmon,5490,75992,75992,552,42,203
2013,Cook Inlet,Chum Salmon,193714,1439556,1439556,656,31,490
2013,Cook Inlet,Coho Salmon,266802,1641448,1641448,841,42,492
2013,Cook Inlet,Pink Salmon,2146679,6616113,6616113,880,25,482
2013,Cook Inlet,Sockeye Salmon,2854011,17726278.75,17726278.75,996,68,497
2013,Kodiak,Chinook Salmon,34028,255031,259382.53,228,13,160
2013,Kodiak,Chum Salmon,794056,6220608,6221107.3102,316,11,178
2013,Kodiak,Coho Salmon,268799,1779203,1779616.34,288,14,173
2013,Kodiak,Pink Salmon,28192164,89158697,89158870.74,316,11,177
2013,Kodiak,Sockeye Salmon,2574177,14815666,14864992.92,325,15,177
2013,Kuskokwim,Chinook Salmon,,,,225,1,6
2013,Kuskokwim,Chum Salmon,,,,435,1,13
2013,Kuskokwim,Coho Salmon,156776,1191398,1191398,461,3,12
2013,Kuskokwim,Sockeye Salmon,,,,309,1,11
2013,Norton Sound/Port Clarence,Chum Salmon,,,,123,2,2
2013,Norton Sound/Port Clarence,Coho Salmon,,,,125,2,2
2013,Norton Sound/Port Clarence,Pink Salmon,,,,85,2,2
2013,Norton Sound/Port Clarence,Sockeye Salmon,,,,52,1,1
2013,Prince William Sound,Chinook Salmon,10179,182280.7,184845.6247,602,26,591
2013,Prince William Sound,Chum Salmon,4070390.98,30251713.2,30333480.7202,706,21,701
2013,Prince William Sound,Coho Salmon,619225,4900808.05,4927798.6828,646,27,642
2013,Prince William Sound,Pink Salmon,92481987,256477202.65,256481314.2105,645,22,630
2013,Prince William Sound,Sockeye Salmon,2323813,14166371.15,14345886.3248,752,32,752
2013,Southeast/Yakutat,Chinook Salmon,247213,3233785.3,3578904.7765,1672,160,1565
2013,Southeast/Yakutat,Chum Salmon,12570521.5,98130402.41,98215525.8156,1698,93,1596
2013,Southeast/Yakutat,Coho Salmon,3873514,23618161.74,25117928.4848,1822,166,1711
2013,Southeast/Yakutat,Pink Salmon,94779875,304837470.42,304977147.7481,1445,51,1359
2013,Southeast/Yakutat,Sockeye Salmon,970397,5844083.32,5869230.7195,1369,103,1267
2013,Yukon,Chum Salmon,726063,4512306.91,4511177.91,468,5,35
2013,Yukon,Coho Salmon,66204,454844.9,454844.9,431,4,33
2014,Alaska Peninsula/Aleutian Islands,Chinook Salmon,8160,84169,84392.787,200,10,197
2014,Alaska Peninsula/Aleutian Islands,Chum Salmon,631792,4293217,4293217,268,10,273
2014,Alaska Peninsula/Aleutian Islands,Coho Salmon,405564,2677281,2677340.6522,230,8,227
2014,Alaska Peninsula/Aleutian Islands,Pink Salmon,855422,2857617,2857617,219,9,220
2014,Alaska Peninsula/Aleutian Islands,Sockeye Salmon,3400499,19194036,19194369.22,277,12,283
2014,Arctic/Kotzebue,Chum Salmon,636122,5330143.8,5360416.35,94,4,3
2014,Bristol Bay,Chinook Salmon,15083,232789,232956.6171,1070,32,633
2014,Bristol Bay,Chum Salmon,482087,2929407.4,2935067.3083,2302,37,1458
2014,Bristol Bay,Coho Salmon,287048,1846216.0018,1846217.1224,421,18,228
2014,Bristol Bay,Pink Salmon,1298153,4763472.4,4763523.5632,539,16,277
2014,Bristol Bay,Sockeye Salmon,29115827,161757532.793,162198851.8127,2418,41,1479
2014,Chignik,Chinook Salmon,5619,62204,62738.2102,57,3,56
2014,Chignik,Chum Salmon,54180,451518,451523.12,71,3,74
2014,Chignik,Coho Salmon,132411,1090910,1090910,65,3,67
2014,Chignik,Pink Salmon,351648,1137720,1137720,71,3,73
2014,Chignik,Sockeye Salmon,620276,4140368,4140884.6,71,3,75
2014,Cook Inlet,Chinook Salmon,4694,73856.75,73856.75,501,45,166
2014,Cook Inlet,Chum Salmon,189914,1401797.8,1397873.6571,718,28,507
2014,Cook Inlet,Coho Salmon,136879,865818,865132.7755,829,44,494
2014,Cook Inlet,Pink Salmon,914370,3309205.4,3306150.8285,910,30,504
2014,Cook Inlet,Sockeye Salmon,2613635,15839193.5,15780256.3979,1022,72,510
2014,Kodiak,Chinook Salmon,8382,61179,62792.9645,204,10,147
2014,Kodiak,Chum Salmon,336572,2555553,2556342.69,328,11,186
2014,Kodiak,Coho Salmon,472035,3655082,3655275.64,309,14,188
2014,Kodiak,Pink Salmon,10674898,37421575,37426342.94,327,10,188
2014,Kodiak,Sockeye Salmon,3262946,17035526,17074479.33,335,14,191
2014,Kuskokwim,Chinook Salmon,,,,209,1,8
2014,Kuskokwim,Chum Salmon,,,,394,2,14
2014,Kuskokwim,Coho Salmon,,,,446,2,14
2014,Kuskokwim,Pink Salmon,,,,1,1,1
2014,Kuskokwim,Sockeye Salmon,,,,366,1,17
2014,Norton Sound/Port Clarence,Chinook Salmon,,,,20,2,2
