Year,Species Name,Port Area,Pounds,Value
1991,Sablefish,SANTA BARBARA,"26,059","$ 19,880.00 "
1991,"Rockfish, group small",BODEGA BAY,"67,731","$ 18,400.00 "
1991,"Sole, Dover",MORRO BAY,"3,257,042","$ 849,052.00 "
1991,"Rockfish, group gopher",FORT BRAGG,Confidential,Confidential
1991,"Salmon, coho",BODEGA BAY,"141,918","$ 205,122.00 "
1991,"Tuna, albacore",SAN FRANCISCO,"555,282","$ 406,113.00 "
1991,"Herring, Pacific",LOS ANGELES,Confidential,Confidential
1991,Cabezon,FORT BRAGG,Confidential,Confidential
1991,"Tuna, yellowfin",MONTEREY,"1,517",$ 596.00 
1991,"Flounder, unspecified",SAN DIEGO,Confidential,Confidential
1991,"Squid, market",BODEGA BAY,Confidential,Confidential
1991,Sanddab,EUREKA,"171,720","$ 54,278.00 "
1991,"Tuna, bigeye",MORRO BAY,"2,785","$ 2,708.00 "
1991,Lingcod,SAN FRANCISCO,"492,694","$ 202,825.00 "
1991,"Salmon, Chinook",FORT BRAGG,"433,202","$ 1,029,100.00 "
1991,"Sea cucumber, unspecified",SANTA BARBARA,"275,404","$ 29,362.00 "
1991,"Shark, leopard",EUREKA,"1,706","$ 1,582.00 "
1991,"Barracuda, California",LOS ANGELES,"326,840","$ 131,471.00 "
1991,Sanddab,SANTA BARBARA,233,$ 183.00 
1992,"Shark, leopard",SANTA BARBARA,"7,711","$ 4,777.00 "
1992,Yellowtail,MONTEREY,Confidential,Confidential
1992,"Mullet, striped",SAN DIEGO,"17,351","$ 13,907.00 "
1992,"Rockfish, group red",SANTA BARBARA,"231,049","$ 312,789.00 "
1992,"Shrimp, ghost",BODEGA BAY,Confidential,Confidential
1992,"Rockfish, group bolina",MONTEREY,"10,111","$ 13,687.00 "
1992,"Octopus, unspecified",SAN FRANCISCO,"6,237","$ 4,032.00 "
1992,"Sole, sand",MONTEREY,"6,920","$ 5,340.00 "
1992,"Shark, leopard",MORRO BAY,601,$ 379.00 
1992,"Rockfish, vermilion",BODEGA BAY,Confidential,Confidential
1992,"Guitarfish, shovelnose",MORRO BAY,"1,020",$ 493.00 
1992,"Rockfish, group red",SAN DIEGO,"41,057","$ 49,290.00 "
1992,"Shark, brown smoothhound",LOS ANGELES,"2,501","$ 2,616.00 "
1992,"Clam, freshwater",INLAND WATERS,Confidential,Confidential
1992,"Smelts, true",MORRO BAY,Confidential,Confidential
1992,"Sheephead, California",SANTA BARBARA,"166,845","$ 376,606.00 "
1992,"Barracuda, California",SANTA BARBARA,"6,052","$ 3,826.00 "
1992,Hagfishes,SAN DIEGO,Confidential,Confidential
1992,"Flounder, starry",FORT BRAGG,Confidential,Confidential
1992,Sablefish,MONTEREY,"595,770","$ 211,124.00 "
1992,"Rockfish, treefish",SANTA BARBARA,Confidential,Confidential
1992,"Rockfish, unspecified",LOS ANGELES,"116,090","$ 129,321.00 "
1992,"Anchovy, northern",SAN DIEGO,Confidential,Confidential
1992,"Rockfish, yelloweye",FORT BRAGG,"14,833","$ 13,972.00 "
1992,"Rockfish, widow",SAN FRANCISCO,"549,266","$ 173,892.00 "
1992,"Rockfish, copper (whitebelly)",SAN FRANCISCO,Confidential,Confidential
1992,"Surfperch, unspecified",LOS ANGELES,"2,258","$ 1,809.00 "
1992,"Flounder, unspecified",BODEGA BAY,Confidential,Confidential
1992,"Sculpin, staghorn",SAN FRANCISCO,"6,068","$ 14,619.00 "
1992,"Rockfish, splitnose",EUREKA,Confidential,Confidential
1992,"Shark, leopard",SAN DIEGO,"6,860","$ 6,949.00 "
1992,"Barracuda, California",MORRO BAY,"7,674","$ 4,863.00 "
1992,"Shark, thresher",FORT BRAGG,"17,682","$ 3,502.00 "
1992,"Prawn, spot",MORRO BAY,"5,489","$ 30,063.00 "
1992,"Rockfish, vermilion",EUREKA,661,$ 390.00 
1992,"Octopus, unspecified",SAN DIEGO,77,$ 78.00 
1992,"Barracuda, California",SAN DIEGO,"2,050","$ 1,536.00 "
1992,Thornyheads,EUREKA,"4,887,236","$ 2,376,734.00 "
1992,"Smelt, whitebait",EUREKA,"19,822","$ 4,743.00 "
1992,"Rockfish, widow",MORRO BAY,"1,226",$ 198.00 
1992,"Shark, unspecified",LOS ANGELES,"1,591",$ 869.00 
1992,"Snail, freshwater",LOS ANGELES,Confidential,Confidential
1992,"Shark, shortfin mako",SAN DIEGO,"70,778","$ 75,523.00 "
1992,"Seabass, white",MONTEREY,Confidential,Confidential
1992,"Bonito, Pacific",EUREKA,Confidential,Confidential
1992,"Greenling, kelp",MONTEREY,"2,839",$ 638.00 
1992,"Rockfish, unspecified",UNKNOWN MAJOR PORT,640,"$ 1,666.00 "
1992,"Eel, wolf (wolf-eel)",MONTEREY,Confidential,Confidential
1992,"Sheephead, California",SAN DIEGO,"45,324","$ 108,279.00 "
1992,"Salmon, coho",FORT BRAGG,157,$ 168.00 
1992,"Shad, American",MONTEREY,Confidential,Confidential
1992,"Clam, unspecified",LOS ANGELES,Confidential,Confidential
1992,"Octopus, unspecified",LOS ANGELES,"1,153","$ 1,197.00 "
1992,"Rockfish, canary",FORT BRAGG,"57,792","$ 38,764.00 "
1992,"Crab, rock unspecified",SAN FRANCISCO,"91,147","$ 122,328.00 "
1992,Butterfish (Pacific pompano),SAN FRANCISCO,"1,201","$ 1,617.00 "
1992,"Smelt, whitebait",BODEGA BAY,Confidential,Confidential
1992,"Sole, rex",MONTEREY,"166,167","$ 50,305.00 "
1992,"Shark, shortfin mako",LOS ANGELES,"44,726","$ 44,739.00 "
1992,"Whiting, Pacific",EUREKA,"10,866,802","$ 595,573.00 "
1992,Cabezon,MORRO BAY,"21,916","$ 44,987.00 "
1992,"Cod, Pacific",LOS ANGELES,Confidential,Confidential
1992,"Sole, Dover",BODEGA BAY,"2,521,656","$ 684,947.00 "
1992,"Seabass, white",SAN DIEGO,"16,512","$ 35,724.00 "
1992,Louvar,SAN DIEGO,"1,575","$ 5,679.00 "
1992,"Bonito, Pacific",MONTEREY,165,$ 78.00 
1992,"Bonito, Pacific",SAN FRANCISCO,432,$ 373.00 
1992,"Shark, brown smoothhound",SANTA BARBARA,"6,020","$ 1,891.00 "
1992,"Rockfish, greenstriped",BODEGA BAY,Confidential,Confidential
1992,"Shark, bigeye thresher",BODEGA BAY,Confidential,Confidential
1992,"Crab, Dungeness",EUREKA,"7,361,314","$ 8,971,065.00 "
1992,"Squid, market",SANTA BARBARA,"6,246,671","$ 170,413.00 "
1992,"Abalone, black",SAN DIEGO,Confidential,Confidential
1992,"Whitefish, ocean",SANTA BARBARA,"2,396","$ 1,400.00 "
1992,"Surfperch, black",SAN FRANCISCO,Confidential,Confidential
1992,"Crab, rock unspecified",LOS ANGELES,"190,578","$ 214,353.00 "
1992,"Surfperch, unspecified",MORRO BAY,"48,534","$ 80,806.00 "
1992,"Fish, unspecified",BODEGA BAY,Confidential,Confidential
1992,"Shark, soupfin",MONTEREY,"6,598","$ 5,843.00 "
1992,"Tuna, unspecified",SAN FRANCISCO,Confidential,Confidential
1992,Dolphin (fish),EUREKA,Confidential,Confidential
1992,Yellowtail,LOS ANGELES,"4,153","$ 4,536.00 "
1992,"Rockfish, copper",SANTA BARBARA,Confidential,Confidential
1992,"Flounder, arrowtooth",BODEGA BAY,Confidential,Confidential
1992,"Shrimp, ghost",SAN FRANCISCO,Confidential,Confidential
1992,"Crab, Dungeness",BODEGA BAY,"215,450","$ 333,985.00 "
1992,Mussel,LOS ANGELES,Confidential,Confidential
1992,"Abalone, green",SANTA BARBARA,509,"$ 2,197.00 "
1992,"Shark, shortfin mako",MORRO BAY,"21,645","$ 15,787.00 "
1992,"Surfperch, unspecified",UNKNOWN MAJOR PORT,Confidential,Confidential
1992,"Tuna, skipjack",MONTEREY,Confidential,Confidential
1992,"Tuna, yellowfin",EUREKA,"2,654","$ 6,248.00 "
1992,"Rockfish, grass",SAN FRANCISCO,Confidential,Confidential
1992,"Shark, blue",BODEGA BAY,Confidential,Confidential
1992,"Rockfish, cowcod",LOS ANGELES,"8,725","$ 12,796.00 "
1992,"Flounder, starry",BODEGA BAY,"2,767","$ 1,037.00 "
1992,"Rockfish, grass",MONTEREY,"3,523",$ 751.00 
1992,"Fish, unspecified",EUREKA,Confidential,Confidential
1992,"Shark, soupfin",SANTA BARBARA,"35,652","$ 16,489.00 "
1992,"Shark, shortfin mako",SANTA BARBARA,"20,894","$ 21,978.00 "
1992,"Eel, wolf (wolf-eel)",SAN FRANCISCO,299,$ 171.00 
1992,Thornyheads,SAN DIEGO,Confidential,Confidential
1992,"Sea cucumber, unspecified",LOS ANGELES,"225,702","$ 62,279.00 "
1992,"Clam, freshwater",BODEGA BAY,Confidential,Confidential
1992,"Octopus, unspecified",MORRO BAY,233,$ 123.00 
1992,"Sole, rock",EUREKA,Confidential,Confidential
1992,"Abalone, red",SAN DIEGO,Confidential,Confidential
1992,"Sea urchin, purple",EUREKA,Confidential,Confidential
1992,Louvar,BODEGA BAY,910,$ 956.00 
1992,"Rockfish, chilipepper",LOS ANGELES,"29,683","$ 12,702.00 "
1992,"Rockfish, greenstriped",SANTA BARBARA,Confidential,Confidential
1992,"Shark, thresher",EUREKA,"53,174","$ 41,958.00 "
1992,"Sole, Dover",FORT BRAGG,"2,177,325","$ 589,367.00 "
1992,"Mackerel, Pacific",LOS ANGELES,"39,852,281","$ 3,541,503.00 "
1992,"Rockfish, copper (whitebelly)",MONTEREY,Confidential,Confidential
1992,Swordfish,SAN DIEGO,"240,660","$ 702,854.00 "
1992,"Shark, thresher",SAN FRANCISCO,"3,853","$ 1,179.00 "
1992,"Rockfish, splitnose",FORT BRAGG,Confidential,Confidential
1992,"Tuna, unspecified",MORRO BAY,"5,879","$ 5,373.00 "
1992,"Rockfish, group gopher",SAN FRANCISCO,"6,035","$ 8,326.00 "
1992,Eel,SAN DIEGO,"1,190","$ 3,552.00 "
1992,"Prawn, spot",SAN DIEGO,"17,468","$ 105,870.00 "
1992,"Bass, giant sea",SAN DIEGO,"2,551","$ 4,599.00 "
1992,"Shark, spiny dogfish",SAN DIEGO,Confidential,Confidential
1992,Eel,MONTEREY,371,$ 132.00 
1992,"Halibut, California",MORRO BAY,"138,340","$ 327,512.00 "
1992,"Surfperch, redtail",EUREKA,"35,933","$ 35,098.00 "
1992,"Shark, bigeye thresher",EUREKA,"8,726","$ 2,834.00 "
1992,"Rockfish, chilipepper",MONTEREY,"646,546","$ 237,308.00 "
1992,Unspecified,SAN FRANCISCO,Confidential,Confidential
1992,"Scorpionfish, California",MORRO BAY,90,$ 190.00 
1992,"Smelt, night",FORT BRAGG,"3,788","$ 2,509.00 "
1992,"Surfperch, calico",MORRO BAY,Confidential,Confidential
1992,"Crab, rock unspecified",FORT BRAGG,Confidential,Confidential
1992,"Bass, kelp",SAN DIEGO,Confidential,Confidential
1992,"Prawn, spot",SANTA BARBARA,"80,957","$ 437,216.00 "
1992,"Surfperch, rainbow",MORRO BAY,Confidential,Confidential
1992,"Octopus, unspecified",MONTEREY,739,$ 302.00 
1992,"Eel, California moray",MORRO BAY,12,$ 20.00 
1992,"Sole, petrale",FORT BRAGG,"208,754","$ 161,463.00 "
1992,"Rockfish, group bolina",SAN FRANCISCO,"57,564","$ 98,527.00 "
1992,"Rockfish, bocaccio",MORRO BAY,"523,612","$ 175,352.00 "
1992,"Sole, petrale",SAN FRANCISCO,"277,634","$ 214,127.00 "
1992,"Rockfish, copper",EUREKA,"18,356","$ 8,056.00 "
1992,Cabezon,FORT BRAGG,Confidential,Confidential
1992,Sablefish,SAN FRANCISCO,"845,337","$ 432,500.00 "
1992,Sanddab,SAN FRANCISCO,"420,075","$ 108,107.00 "
1992,"Lobster, California spiny",EUREKA,Confidential,Confidential
1992,"Surfperch, barred",MORRO BAY,"24,770","$ 40,211.00 "
1992,"Halibut, unspecified",MORRO BAY,395,$ 906.00 
1992,"Tuna, unspecified",EUREKA,Confidential,Confidential
1992,Queenfish,SAN DIEGO,Confidential,Confidential
1992,"Rockfish, group bocaccio/chili",SAN FRANCISCO,Confidential,Confidential
1992,"Surfperch, unspecified",FORT BRAGG,Confidential,Confidential
1992,"Rockfish, group red",BODEGA BAY,"94,660","$ 36,494.00 "
1992,"Rockfish, brown",BODEGA BAY,"1,265",$ 609.00 
1992,"Mackerel, Pacific",SANTA BARBARA,"207,076","$ 8,758.00 "
1992,Sargo,SAN DIEGO,Confidential,Confidential
1992,Salmon,SAN FRANCISCO,370,$ 345.00 
1992,"Surfperch, rubberlip",MORRO BAY,Confidential,Confidential
1992,"Tuna, albacore",LOS ANGELES,"1,424,781","$ 692,616.00 "
1992,"Rockfish, greenspotted",FORT BRAGG,Confidential,Confidential
1992,"Salmon, Chinook",MORRO BAY,"203,951","$ 547,210.00 "
1992,"Rockfish, group red",EUREKA,"89,984","$ 53,147.00 "
1992,Butterfish (Pacific pompano),MORRO BAY,Confidential,Confidential
1992,"Rockfish, group rosefish",MONTEREY,"296,650","$ 60,982.00 "
1992,"Whiting, Pacific",MORRO BAY,Confidential,Confidential
1992,"Crab, claws",SANTA BARBARA,"10,097","$ 2,512.00 "
1992,Yellowtail,SAN DIEGO,"6,507","$ 7,445.00 "
1992,"Rockfish, bronzespotted",MONTEREY,Confidential,Confidential
1992,Sablefish,LOS ANGELES,"482,649","$ 253,399.00 "
1992,"Mackerel, jack",MORRO BAY,Confidential,Confidential
1992,"Sole, rock",MONTEREY,250,$ 86.00 
1992,"Rockfish, blue",MONTEREY,"17,896","$ 5,879.00 "
1992,"Shark, Pacific angel",LOS ANGELES,"9,824","$ 3,028.00 "
1992,"Sole, rex",SANTA BARBARA,Confidential,Confidential
1992,"Sole, rock",FORT BRAGG,295,$ 116.00 
1992,"Rockfish, unspecified",FORT BRAGG,"1,027,182","$ 346,381.00 "
1992,"Sea urchin, purple",FORT BRAGG,"99,442","$ 50,156.00 "
1992,Jacksmelt,SAN FRANCISCO,Confidential,Confidential
1992,"Fish, unspecified",SAN FRANCISCO,Confidential,Confidential
1992,"Crab, rock unspecified",MONTEREY,"25,353","$ 30,177.00 "
1992,Swordfish,LOS ANGELES,"256,068","$ 1,025,698.00 "
1992,"Rockfish, Pacific ocean perch",MORRO BAY,Confidential,Confidential
1992,"Tuna, bluefin",FORT BRAGG,Confidential,Confidential
1992,"Crayfish, unspecified",BODEGA BAY,"78,376","$ 106,182.00 "
1992,Opah,SAN FRANCISCO,"2,208",$ 878.00 
1992,"Rockfish, copper (whitebelly)",MORRO BAY,"1,628","$ 1,102.00 "
1992,"Rockfish, brown",MORRO BAY,"2,001",$ 930.00 
1992,"Sole, Dover",EUREKA,"7,111,452","$ 2,119,070.00 "
1992,"Mackerel, unspecified",LOS ANGELES,"2,088",$ 649.00 
1992,"Crab, Dungeness",FORT BRAGG,"151,278","$ 185,612.00 "
1992,"Rockfish, group gopher",EUREKA,Confidential,Confidential
1992,"Seabass, white",SANTA BARBARA,"74,266","$ 134,145.00 "
1992,Cabezon,EUREKA,"7,311","$ 2,123.00 "
1992,"Tuna, yellowfin",BODEGA BAY,Confidential,Confidential
1992,"Skate, unspecified",LOS ANGELES,"12,414","$ 4,044.00 "
1992,Butterfish (Pacific pompano),MONTEREY,"6,536","$ 7,626.00 "
1992,"Blackfish, Sacramento",SAN FRANCISCO,Confidential,Confidential
1992,"Shark, soupfin",SAN DIEGO,"19,150","$ 19,039.00 "
1992,"Flounder, starry",SANTA BARBARA,342,$ 482.00 
1992,"Tuna, albacore",SAN FRANCISCO,"410,628","$ 437,877.00 "
1992,"Shark, Pacific angel",MONTEREY,738,$ 513.00 
1992,"Smelt, night",MONTEREY,Confidential,Confidential
1992,"Surfperch, unspecified",SAN DIEGO,"2,835","$ 2,396.00 "
1992,"Sea cucumber, unspecified",SANTA BARBARA,"255,731","$ 13,193.00 "
1992,Salema,SANTA BARBARA,Confidential,Confidential
1992,"Crab, spider",SANTA BARBARA,"43,020","$ 31,469.00 "
1992,"Halibut, California",SAN FRANCISCO,"321,516","$ 720,826.00 "
1992,"Rockfish, yellowtail",EUREKA,"136,503","$ 49,836.00 "
1992,Turbot,MORRO BAY,"1,881",$ 802.00 
1992,"Abalone, green",SAN DIEGO,492,"$ 3,169.00 "
1992,"Shark, horn",SANTA BARBARA,Confidential,Confidential
1992,"Flounder, starry",MORRO BAY,"9,972","$ 5,504.00 "
1992,"Halibut, unspecified",MONTEREY,"1,608","$ 4,290.00 "
1992,"Greenling, kelp",LOS ANGELES,Confidential,Confidential
1992,"Rockfish, yellowtail",SAN FRANCISCO,"272,973","$ 119,077.00 "
1992,"Guitarfish, shovelnose",SAN FRANCISCO,Confidential,Confidential
1992,"Crab, Dungeness",SANTA BARBARA,"1,321","$ 2,675.00 "
1992,"Herring, Pacific",SANTA BARBARA,Confidential,Confidential
1992,Lingcod,LOS ANGELES,"5,550","$ 3,561.00 "
1992,Cabezon,BODEGA BAY,Confidential,Confidential
1992,"Rockfish, group small",SAN FRANCISCO,"30,161","$ 9,583.00 "
1992,"Shark, white",LOS ANGELES,Confidential,Confidential
1992,"Jacks, unspecified",SAN DIEGO,Confidential,Confidential
1992,"Sardine, Pacific",MONTEREY,"6,819,306","$ 156,916.00 "
1992,"Rockfish, bank",MONTEREY,"21,844","$ 7,743.00 "
1992,"Abalone, red",SANTA BARBARA,"86,573","$ 451,254.00 "
1992,"Croaker, white",LOS ANGELES,"227,161","$ 111,208.00 "
1992,"Shrimp, ghost",SACRAMENTO DELTA,Confidential,Confidential
1992,"Guitarfish, shovelnose",LOS ANGELES,"13,690","$ 4,987.00 "
1992,"Tuna, skipjack",MORRO BAY,Confidential,Confidential
1992,"Rockfish, blackgill",SAN DIEGO,"106,516","$ 75,790.00 "
1992,Turbot,SAN FRANCISCO,"19,305","$ 5,046.00 "
1992,Louvar,SANTA BARBARA,Confidential,Confidential
1992,"Crab, sand",LOS ANGELES,Confidential,Confidential
1992,"Barracuda, California",LOS ANGELES,"63,761","$ 44,903.00 "
1992,"Shrimp, ocean (pink)",EUREKA,"18,679,801","$ 6,154,759.00 "
1992,"Surfperch, walleye",SAN DIEGO,Confidential,Confidential
1992,"Shark, blue",MONTEREY,Confidential,Confidential
1992,"Croaker, white",SAN DIEGO,"100,355","$ 67,387.00 "
1992,"Shark, bigeye thresher",FORT BRAGG,Confidential,Confidential
1992,"Sardine, Pacific",SANTA BARBARA,"2,145,973","$ 69,434.00 "
1992,"Shark, soupfin",BODEGA BAY,569,$ 322.00 
1992,"Shark, blue",SAN DIEGO,Confidential,Confidential
1992,"Smelt, night",EUREKA,"450,568","$ 112,756.00 "
1992,"Rockfish, bank",SAN DIEGO,Confidential,Confidential
1992,"Shark, pelagic thresher",SAN DIEGO,638,$ 602.00 
1992,Turbot,BODEGA BAY,Confidential,Confidential
1992,"Tuna, bluefin",EUREKA,"2,905","$ 1,126.00 "
1992,"Rockfish, unspecified",MONTEREY,"1,060,828","$ 349,171.00 "
1992,Sanddab,EUREKA,"72,348","$ 22,642.00 "
1992,"Crab, spider",MORRO BAY,354,$ 201.00 
1992,Sanddab,SANTA BARBARA,65,$ 36.00 
1992,Halfmoon,SAN DIEGO,753,$ 560.00 
1992,"Rockfish, chilipepper",SAN DIEGO,"1,990","$ 1,247.00 "
1992,"Rockfish, gopher",SAN FRANCISCO,Confidential,Confidential
1992,"Lobster, California spiny",SANTA BARBARA,"182,499","$ 1,175,485.00 "
1992,"Rockfish, group gopher",FORT BRAGG,Confidential,Confidential
1992,Louvar,EUREKA,"3,520","$ 3,004.00 "
1992,"Crab, rock unspecified",MORRO BAY,"440,981","$ 413,197.00 "
1992,"Rockfish, starry",LOS ANGELES,Confidential,Confidential
1992,Halfmoon,SANTA BARBARA,Confidential,Confidential
1992,"Shark, gray smoothhound",SANTA BARBARA,Confidential,Confidential
1992,"Rockfish, starry",SAN FRANCISCO,"5,485","$ 4,117.00 "
1992,"Rockfish, widow",LOS ANGELES,Confidential,Confidential
1992,"Rockfish, kelp",MORRO BAY,68,$ 32.00 
1992,"Sole, petrale",MONTEREY,"178,513","$ 131,582.00 "
1992,Swordfish,SANTA BARBARA,"29,998","$ 114,082.00 "
1992,"Mackerel, jack",LOS ANGELES,"2,415,872","$ 206,424.00 "
1992,"Tuna, albacore",MORRO BAY,"43,187","$ 25,121.00 "
1992,"Rockfish, black",EUREKA,"154,429","$ 62,208.00 "
1992,Lingcod,SANTA BARBARA,"33,473","$ 12,407.00 "
1992,"Sea urchin, red",SAN FRANCISCO,"233,076","$ 209,783.00 "
1992,"Rockfish, canary",MONTEREY,Confidential,Confidential
1992,"Shrimp, unspecified",BODEGA BAY,Confidential,Confidential
1992,"Rockfish, unspecified",MORRO BAY,"1,251,564","$ 713,036.00 "
1992,"Smelt, whitebait",FORT BRAGG,"4,131","$ 1,519.00 "
1992,"Shrimp, ocean (pink)",MONTEREY,Confidential,Confidential
1992,"Sole, rex",BODEGA BAY,"113,091","$ 36,725.00 "
1992,"Rockfish, copper",BODEGA BAY,"1,882","$ 1,003.00 "
1992,"Rockfish, group bolina",EUREKA,"1,990","$ 1,386.00 "
1992,"Sea urchin, red",SAN DIEGO,"1,259,247","$ 1,160,522.00 "
1992,Lingcod,MORRO BAY,"99,858","$ 49,198.00 "
1992,"Rockfish, group rosefish",FORT BRAGG,"35,481","$ 9,465.00 "
1992,Thornyheads,SAN FRANCISCO,"562,515","$ 240,078.00 "
1992,"Shark, spiny dogfish",MORRO BAY,Confidential,Confidential
1992,Louvar,LOS ANGELES,474,"$ 1,167.00 "
1992,Thornyheads,SANTA BARBARA,Confidential,Confidential
1992,"Rockfish, vermilion",MONTEREY,Confidential,Confidential
1992,"Rockfish, group bolina",LOS ANGELES,299,$ 303.00 
1992,"Rockfish, gopher",MORRO BAY,"2,004","$ 2,888.00 "
1992,"Lobster, California spiny",SAN DIEGO,"210,414","$ 1,257,409.00 "
1992,"Lizardfish, California",LOS ANGELES,"6,347",$ 784.00 
1992,"Rockfish, blue",SANTA BARBARA,Confidential,Confidential
1992,"Tuna, yellowfin",SAN DIEGO,"580,194","$ 5,218.00 "
1992,Queenfish,MONTEREY,Confidential,Confidential
1992,"Octopus, unspecified",EUREKA,"24,757","$ 21,560.00 "
1992,"Rockfish, blue",SAN FRANCISCO,"5,899","$ 2,715.00 "
1992,"Shark, shortfin mako",EUREKA,"30,519","$ 22,086.00 "
1992,"Rockfish, yellowtail",MORRO BAY,Confidential,Confidential
1992,"Rockfish, brown",SAN FRANCISCO,195,$ 273.00 
1992,Silversides,LOS ANGELES,Confidential,Confidential
1992,"Crayfish, unspecified",SACRAMENTO DELTA,"103,133","$ 59,040.00 "
1992,Swordfish,MORRO BAY,"207,490","$ 414,262.00 "
1992,"Skate, unspecified",MORRO BAY,"1,718",$ 458.00 
1992,Jacksmelt,MONTEREY,282,$ 134.00 
1992,"Shrimp, bay",BODEGA BAY,Confidential,Confidential
1992,"Rockfish, group rosefish",BODEGA BAY,"21,509","$ 5,913.00 "
1992,"Prawn, ridgeback",SANTA BARBARA,"67,867","$ 116,065.00 "
1992,"Sardine, Pacific",SAN DIEGO,Confidential,Confidential
1992,"Surfperch, shiner",MORRO BAY,225,$ 136.00 
1992,"Abalone, pink",SANTA BARBARA,"5,348","$ 33,349.00 "
1992,"Rockfish, group gopher",BODEGA BAY,"6,177","$ 4,528.00 "
1992,"Salmon, Chinook",MONTEREY,"352,149","$ 812,413.00 "
1992,"Skate, unspecified",SAN DIEGO,642,$ 209.00 
1992,"Herring, Pacific",LOS ANGELES,Confidential,Confidential
1992,Sablefish,MORRO BAY,"688,041","$ 231,503.00 "
1992,"Barracuda, California",MONTEREY,"1,516",$ 769.00 
1992,"Shark, spiny dogfish",SAN FRANCISCO,Confidential,Confidential
1992,"Shark, gray smoothhound",SAN DIEGO,Confidential,Confidential
1992,"Croaker, white",MONTEREY,"105,645","$ 34,308.00 "
1992,"Rockfish, group red",FORT BRAGG,"313,224","$ 139,532.00 "
1992,"Greenling, kelp",BODEGA BAY,Confidential,Confidential
1992,"Shark, smooth hammerhead",SANTA BARBARA,555,$ 170.00 
1992,"Tuna, bluefin",BODEGA BAY,"2,677","$ 2,181.00 "
1992,"Rockfish, pinkrose",FORT BRAGG,Confidential,Confidential
1992,Cabezon,UNKNOWN MAJOR PORT,Confidential,Confidential
1992,"Surfperch, unspecified",SANTA BARBARA,"2,931","$ 1,867.00 "
1992,"Rockfish, yelloweye",SAN FRANCISCO,"10,535","$ 10,249.00 "
1992,"Rockfish, bocaccio",SAN FRANCISCO,"536,549","$ 189,157.00 "
1992,Opah,MONTEREY,"16,366","$ 3,785.00 "
1992,"Rockfish, splitnose",LOS ANGELES,Confidential,Confidential
1992,"Surfperch, unspecified",SAN FRANCISCO,"5,004","$ 6,090.00 "
1992,"Rockfish, cowcod",SAN DIEGO,"10,680","$ 9,961.00 "
1992,"Shark, bigeye thresher",SAN DIEGO,"8,169","$ 4,105.00 "
1992,"Salmon, Chinook",SANTA BARBARA,"6,610","$ 18,719.00 "
1992,"Eel, wolf (wolf-eel)",MORRO BAY,162,$ 157.00 
1992,Sanddab,MONTEREY,"101,530","$ 34,645.00 "
1992,"Crab, rock unspecified",SAN DIEGO,"58,538","$ 55,879.00 "
1992,"Halibut, Pacific",EUREKA,"2,102","$ 3,813.00 "
1992,"Shark, soupfin",FORT BRAGG,"2,917","$ 2,784.00 "
1992,Sanddab,MORRO BAY,"2,099",$ 563.00 
1992,"Salmon, coho",SACRAMENTO DELTA,Confidential,Confidential
1992,"Rockfish, blackgill",SANTA BARBARA,"352,918","$ 194,979.00 "
1992,"Rockfish, yelloweye",MONTEREY,"1,794","$ 1,641.00 "
1992,"Rockfish, chilipepper",SAN FRANCISCO,"1,889,924","$ 647,221.00 "
1992,"Rockfish, bocaccio",MONTEREY,"709,890","$ 253,788.00 "
1992,"Sole, petrale",SAN DIEGO,Confidential,Confidential
1992,"Anchovy, northern",EUREKA,Confidential,Confidential
1992,"Rockfish, greenspotted",EUREKA,Confidential,Confidential
1992,"Rockfish, chilipepper",SANTA BARBARA,"34,779","$ 13,869.00 "
1992,"Rockfish, blackgill",SAN FRANCISCO,"19,020","$ 7,546.00 "
1992,"Sole, unspecified",SANTA BARBARA,"17,362","$ 7,432.00 "
1992,"Sea urchin, red",EUREKA,"212,174","$ 101,939.00 "
1992,"Halibut, unspecified",LOS ANGELES,"2,611","$ 5,542.00 "
1992,"Sea cucumber, unspecified",MORRO BAY,Confidential,Confidential
1992,"Rockfish, widow",UNKNOWN MAJOR PORT,Confidential,Confidential
1992,"Anchovy, northern",LOS ANGELES,"301,280","$ 14,441.00 "
1992,"Shark, bigeye thresher",MONTEREY,"2,767",$ 630.00 
1992,"Surfperch, white",SAN FRANCISCO,Confidential,Confidential
1992,Eel,EUREKA,Confidential,Confidential
1992,"Abalone, pink",SAN DIEGO,"1,102","$ 7,716.00 "
1992,"Rockfish, black",SAN FRANCISCO,"14,647","$ 7,174.00 "
1992,"Rockfish, black",BODEGA BAY,"8,324","$ 1,836.00 "
1992,"Croaker, white",SANTA BARBARA,"120,936","$ 57,074.00 "
1992,"Surfperch, black",SAN DIEGO,Confidential,Confidential
1992,"Shark, thresher",SAN DIEGO,"53,204","$ 66,343.00 "
1992,"Rockfish, canary",EUREKA,"45,575","$ 21,130.00 "
1992,Sanddab,FORT BRAGG,"10,314","$ 2,943.00 "
1992,"Rockfish, widow",MONTEREY,"72,431","$ 20,591.00 "
1992,"Sea cucumber, unspecified",FORT BRAGG,Confidential,Confidential
1992,"Crab, spider",SAN DIEGO,"2,237","$ 1,564.00 "
1992,"Crayfish, unspecified",SAN FRANCISCO,Confidential,Confidential
1992,"Shrimp, unspecified",EUREKA,Confidential,Confidential
1992,"Abalone, red",SAN FRANCISCO,"32,051","$ 169,731.00 "
