Year,Species Name,Port Area,Pounds,Value
1998,"Surfperch, barred",SAN FRANCISCO,Confidential,Confidential
1998,"Lobster, California spiny",SAN DIEGO,"195,168","$ 1,077,395.00 "
1998,"Thornyhead, longspine",MONTEREY,"364,788","$ 258,791.00 "
1998,Opah,LOS ANGELES,"92,129","$ 33,485.00 "
1998,"Sheephead, California",SAN DIEGO,"38,890","$ 115,941.00 "
1998,"Thornyhead, longspine",SAN DIEGO,Confidential,Confidential
1998,Opaleye,SANTA BARBARA,Confidential,Confidential
1998,"Squid, jumbo",SAN FRANCISCO,"15,451","$ 2,387.00 "
1998,"Frog, bull",SACRAMENTO DELTA,Confidential,Confidential
1998,"Sanddab, Pacific",SANTA BARBARA,Confidential,Confidential
1998,"Flounder, starry",MORRO BAY,"1,024","$ 1,523.00 "
1998,"Rockfish, darkblotched",SAN FRANCISCO,Confidential,Confidential
1998,"Shark, bigeye thresher",SAN DIEGO,"8,409","$ 3,398.00 "
1998,"Sanddab, Pacific",MORRO BAY,Confidential,Confidential
1998,"Rockfish, group bolina",MORRO BAY,"13,981","$ 31,925.00 "
1998,"Rockfish, flag",LOS ANGELES,Confidential,Confidential
1998,"Sea urchin, purple",SANTA BARBARA,"5,405","$ 3,377.00 "
1998,"Tomcod, Pacific",LOS ANGELES,Confidential,Confidential
1998,"Crab, shore",SANTA BARBARA,Confidential,Confidential
1998,"Rockfish, canary",SANTA BARBARA,Confidential,Confidential
1998,"Rockfish, yellowtail",LOS ANGELES,Confidential,Confidential
1998,Queenfish,MONTEREY,Confidential,Confidential
1998,Cabezon,SANTA BARBARA,"37,463","$ 156,105.00 "
1998,"Rockfish, speckled",BODEGA BAY,Confidential,Confidential
1998,"Crab, red rock",BODEGA BAY,Confidential,Confidential
1998,"Oyster, eastern",LOS ANGELES,Confidential,Confidential
1998,"Shark, salmon",MORRO BAY,Confidential,Confidential
1998,"Sea cucumber, unspecified",FORT BRAGG,Confidential,Confidential
1998,Opah,FORT BRAGG,Confidential,Confidential
1998,"Limpet, unspecified",SAN DIEGO,Confidential,Confidential
1998,"Shark, shortfin mako",SAN FRANCISCO,"3,583","$ 3,090.00 "
1998,"Greenling, kelp",EUREKA,"1,983","$ 6,780.00 "
1998,"Rockfish, group bolina",SAN FRANCISCO,"76,324","$ 173,358.00 "
1998,"Mollusk, unspecified",LOS ANGELES,Confidential,Confidential
1998,"Prickleback, monkeyface (eel)",SANTA BARBARA,Confidential,Confidential
1998,"Rockfish, vermilion",EUREKA,"4,173","$ 4,007.00 "
1998,"Rockfish, blue",MONTEREY,"9,922","$ 6,566.00 "
1998,"Rockfish, bocaccio",EUREKA,"34,842","$ 14,208.00 "
1998,"Thornyhead, longspine",SANTA BARBARA,"5,351","$ 6,264.00 "
1998,"Whelk, Kellet's",LOS ANGELES,"13,736","$ 6,363.00 "
1998,"Rockfish, blue",LOS ANGELES,Confidential,Confidential
1998,"Rockfish, redbanded",MONTEREY,Confidential,Confidential
1998,"Squid, market",BODEGA BAY,Confidential,Confidential
1998,"Crab, box",BODEGA BAY,Confidential,Confidential
1998,"Rockfish, group red",MORRO BAY,"87,462","$ 111,561.00 "
1998,Swordfish,LOS ANGELES,"490,304","$ 1,280,423.00 "
1998,"Squid, jumbo",SAN DIEGO,Confidential,Confidential
1998,"Shark, leopard",MORRO BAY,99,$ 33.00 
1998,"Rockfish, gopher",SANTA BARBARA,"5,698","$ 15,921.00 "
1998,"Rockfish, group small",FORT BRAGG,"421,208","$ 113,097.00 "
1998,"Tuna, skipjack, black",SAN DIEGO,Confidential,Confidential
1998,"Rockfish, bocaccio",FORT BRAGG,"25,288","$ 8,916.00 "
1998,"Rockfish, quillback",FORT BRAGG,"4,880","$ 7,900.00 "
1998,"Surfperch, black",LOS ANGELES,Confidential,Confidential
1998,"Rockfish, yellowtail",SANTA BARBARA,932,"$ 1,091.00 "
1998,"Mullet, striped",SAN DIEGO,Confidential,Confidential
1998,"Ray, unspecified",SANTA BARBARA,Confidential,Confidential
1998,"Rockfish, grass",BODEGA BAY,"4,364","$ 16,192.00 "
1998,"Rockfish, greenblotched",SANTA BARBARA,Confidential,Confidential
1998,"Rockfish, China",FORT BRAGG,"11,400","$ 38,321.00 "
1998,"Shark, spiny dogfish",SANTA BARBARA,990,$ 120.00 
1998,"Rockfish, treefish",SANTA BARBARA,108,$ 579.00 
1998,"Halibut, Pacific",EUREKA,477,$ 789.00 
1998,"Rockfish, aurora",SANTA BARBARA,Confidential,Confidential
1998,"Rockfish, darkblotched",EUREKA,Confidential,Confidential
1998,"Squid, market",EUREKA,Confidential,Confidential
1998,"Herring, Pacific - roe on kelp",EUREKA,Confidential,Confidential
1998,"Tuna, albacore",SANTA BARBARA,"39,613","$ 34,002.00 "
1998,"Tuna, albacore",MONTEREY,"297,215","$ 133,770.00 "
1998,"Ray, Pacific electric",LOS ANGELES,Confidential,Confidential
1998,"Shark, brown smoothhound",LOS ANGELES,"1,743","$ 1,961.00 "
1998,Lingcod,LOS ANGELES,"2,615","$ 2,792.00 "
1998,Jacksmelt,MONTEREY,Confidential,Confidential
1998,"Shrimp, ocean (pink)",BODEGA BAY,Confidential,Confidential
1998,"Sardine, Pacific",MONTEREY,"22,065,923","$ 359,433.00 "
1998,"Rockfish, starry",LOS ANGELES,Confidential,Confidential
1998,"Fish, unspecified",EUREKA,Confidential,Confidential
1998,"Whitefish, ocean",SAN DIEGO,"5,996","$ 3,525.00 "
1998,"Shark, bigeye thresher",LOS ANGELES,"2,415","$ 1,979.00 "
1998,"Rockfish, black-and-yellow",SAN FRANCISCO,Confidential,Confidential
1998,"Halibut, California",BODEGA BAY,"36,146","$ 80,585.00 "
1998,Sanddab,SAN DIEGO,715,"$ 1,035.00 "
1998,"Shrimp, ocean (pink)",FORT BRAGG,Confidential,Confidential
1998,"Anchovy, northern",SAN DIEGO,Confidential,Confidential
1998,"Sea urchin, red",LOS ANGELES,"1,064,225","$ 753,282.00 "
1998,"Rockfish, yelloweye",MONTEREY,679,$ 912.00 
1998,"Rockfish, China",SANTA BARBARA,Confidential,Confidential
1998,"Rockfish, widow",SAN FRANCISCO,"153,413","$ 65,440.00 "
1998,"Crab, Dungeness",BODEGA BAY,"1,296,291","$ 3,152,699.00 "
1998,"Rockfish, copper",MORRO BAY,595,"$ 1,081.00 "
1998,"Rockfish, unspecified",SANTA BARBARA,"76,035","$ 89,579.00 "
1998,"Rockfish, group bolina",BODEGA BAY,"33,176","$ 53,096.00 "
1998,"Rockfish, China",SAN FRANCISCO,"2,980","$ 7,250.00 "
1998,Sea stars,SAN DIEGO,Confidential,Confidential
1998,"Snail, bubble",LOS ANGELES,Confidential,Confidential
1998,"Sole, rock",MONTEREY,512,$ 163.00 
1998,"Rockfish, group small",BODEGA BAY,"84,167","$ 21,014.00 "
1998,Louvar,SANTA BARBARA,628,"$ 2,156.00 "
1998,"Whitefish, ocean",LOS ANGELES,"3,915","$ 3,664.00 "
1998,Louvar,EUREKA,602,$ 762.00 
1998,Dolphin (fish),SAN DIEGO,"4,371","$ 6,576.00 "
1998,Wahoo,LOS ANGELES,Confidential,Confidential
1998,"Shad, American",EUREKA,Confidential,Confidential
1998,"Surfperch, unspecified",MORRO BAY,"9,209","$ 16,490.00 "
1998,"Crab, Dungeness",MORRO BAY,"18,625","$ 59,687.00 "
1998,Mussel,SANTA BARBARA,Confidential,Confidential
1998,Swordfish,SANTA BARBARA,"182,946","$ 448,433.00 "
1998,"Shark, sixgill",EUREKA,Confidential,Confidential
1998,Sablefish,SANTA BARBARA,"62,140","$ 73,634.00 "
1998,"Rockfish, group red",SAN FRANCISCO,"143,368","$ 69,000.00 "
1998,"Rockfish, greenstriped",MONTEREY,Confidential,Confidential
1998,"Surfperch, shiner",SANTA BARBARA,Confidential,Confidential
1998,Cabezon,FORT BRAGG,"52,231","$ 151,563.00 "
1998,"Guitarfish, shovelnose",SAN DIEGO,Confidential,Confidential
1998,Cabezon,SAN FRANCISCO,"19,830","$ 57,936.00 "
1998,"Whiting, Pacific",EUREKA,"12,614,230","$ 383,171.00 "
1998,"Prickleback, monkeyface (eel)",SAN FRANCISCO,Confidential,Confidential
1998,Cabezon,MONTEREY,"51,276","$ 154,094.00 "
1998,"Anchovy, northern",SAN FRANCISCO,Confidential,Confidential
1998,"Shark, leopard",LOS ANGELES,"6,840","$ 6,631.00 "
1998,"Tuna, bluefin",LOS ANGELES,"4,139,314","$ 2,151,895.00 "
1998,"Anchovy, northern",SANTA BARBARA,"474,742","$ 79,054.00 "
1998,"Prickleback, monkeyface (eel)",MONTEREY,Confidential,Confidential
1998,Cabezon,MORRO BAY,"168,420","$ 600,320.00 "
1998,"Lizardfish, California",MONTEREY,Confidential,Confidential
1998,"Rockfish, grass",FORT BRAGG,"5,443","$ 25,118.00 "
1998,"Whitefish, ocean",MONTEREY,Confidential,Confidential
1998,"Salmon, coho",BODEGA BAY,Confidential,Confidential
1998,"Shark, unspecified",MONTEREY,"2,463","$ 1,292.00 "
1998,Butterfish (Pacific pompano),MORRO BAY,Confidential,Confidential
1998,"Shrimp, coonstriped",EUREKA,"63,809","$ 256,431.00 "
1998,"Rockfish, group rosefish",MORRO BAY,"322,541","$ 70,833.00 "
1998,"Shark, soupfin",FORT BRAGG,"1,251",$ 751.00 
1998,"Crayfish, unspecified",BODEGA BAY,"104,331","$ 117,171.00 "
1998,"Rockfish, black-and-yellow",BODEGA BAY,Confidential,Confidential
1998,"Rockfish, blue",FORT BRAGG,"6,651","$ 4,825.00 "
1998,Oilfish,MONTEREY,Confidential,Confidential
1998,"Smelts, true",SAN FRANCISCO,Confidential,Confidential
1998,Sea slug,LOS ANGELES,Confidential,Confidential
1998,"Barracuda, California",SAN DIEGO,"9,152","$ 6,566.00 "
1998,"Shark, thresher",FORT BRAGG,Confidential,Confidential
1998,"Eel, wolf (wolf-eel)",FORT BRAGG,Confidential,Confidential
1998,"Fish, unspecified",SAN DIEGO,Confidential,Confidential
1998,"Sole, petrale",LOS ANGELES,90,$ 170.00 
1998,"Tuna, bigeye",MONTEREY,Confidential,Confidential
1998,Lingcod,SANTA BARBARA,"10,615","$ 11,022.00 "
1998,"Rockfish, copper",SAN FRANCISCO,"8,705","$ 16,783.00 "
1998,"Sole, rex",SAN FRANCISCO,"37,505","$ 13,458.00 "
1998,"Rockfish, widow",LOS ANGELES,Confidential,Confidential
1998,"Sole, rex",MORRO BAY,"99,655","$ 39,760.00 "
1998,"Sole, rex",MONTEREY,"104,415","$ 38,824.00 "
1998,"Shark, smooth hammerhead",SANTA BARBARA,Confidential,Confidential
1998,"Rockfish, rosethorn",FORT BRAGG,"5,026","$ 1,709.00 "
1998,"Rockfish, group rosefish",MONTEREY,"1,382,018","$ 279,292.00 "
1998,"Rockfish, treefish",SAN FRANCISCO,Confidential,Confidential
1998,"Fish, unspecified",MORRO BAY,Confidential,Confidential
1998,"Sheephead, California",MORRO BAY,"3,072","$ 5,672.00 "
1998,"Shark, thresher",LOS ANGELES,"98,450","$ 124,740.00 "
1998,"Crustacean, unspecified",MORRO BAY,Confidential,Confidential
1998,"Shark, shortfin mako",MORRO BAY,"9,084","$ 10,072.00 "
1998,"Rockfish, China",BODEGA BAY,"1,433","$ 2,880.00 "
1998,"Rockfish, flag",MORRO BAY,Confidential,Confidential
1998,"Rockfish, unspecified",MORRO BAY,"242,918","$ 142,105.00 "
1998,"Sole, rex",BODEGA BAY,"17,630","$ 6,215.00 "
1998,"Stickleback, threespine",SAN FRANCISCO,Confidential,Confidential
1998,"Sole, rock",FORT BRAGG,"2,516",$ 938.00 
1998,"Seabass, white",BODEGA BAY,Confidential,Confidential
1998,"Rockfish, group gopher",MORRO BAY,"71,328","$ 165,779.00 "
1998,"Halibut, California",SANTA BARBARA,"211,637","$ 575,703.00 "
1998,"Shark, soupfin",MORRO BAY,"5,991","$ 2,425.00 "
1998,Yellowtail,SAN DIEGO,"29,500","$ 34,037.00 "
1998,"Ray, Pacific electric",SANTA BARBARA,Confidential,Confidential
1998,"Rockfish, group rosefish",SAN FRANCISCO,"589,436","$ 153,772.00 "
1998,"Halibut, California",EUREKA,"28,195","$ 56,406.00 "
1998,"Rockfish, group rosefish",SANTA BARBARA,Confidential,Confidential
1998,"Fish, unspecified",BODEGA BAY,186,$ 125.00 
1998,"Tuna, skipjack, black",LOS ANGELES,"400,909","$ 101,127.00 "
1998,Salmon,MONTEREY,Confidential,Confidential
1998,"Squid, market",FORT BRAGG,Confidential,Confidential
1998,"Rockfish, chilipepper",SAN FRANCISCO,"707,389","$ 284,908.00 "
1998,"Flounder, unspecified",SAN FRANCISCO,"27,180","$ 12,554.00 "
1998,"Skate, thornback",SAN FRANCISCO,Confidential,Confidential
1998,"Rockfish, rosethorn",SANTA BARBARA,Confidential,Confidential
1998,"Skate, thornback",EUREKA,Confidential,Confidential
1998,Eel,SAN DIEGO,Confidential,Confidential
1998,"Surfperch, barred",MORRO BAY,"33,911","$ 57,683.00 "
1998,Mussel,LOS ANGELES,"8,614","$ 6,732.00 "
1998,"Herring, Pacific - roe",SAN FRANCISCO,"4,368,258","$ 498,453.00 "
1998,"Rockfish, widow",BODEGA BAY,"323,143","$ 138,789.00 "
1998,"Rockfish, cowcod",MONTEREY,751,$ 346.00 
1998,"Croaker, white",BODEGA BAY,248,$ 78.00 
1998,Cabezon,SAN DIEGO,Confidential,Confidential
1998,"Rockfish, splitnose",BODEGA BAY,"2,064",$ 471.00 
1998,Sanddab,LOS ANGELES,"3,700","$ 11,333.00 "
1998,"Sole, curlfin",LOS ANGELES,Confidential,Confidential
1998,"Sole, sand",FORT BRAGG,Confidential,Confidential
1998,Grenadier,MORRO BAY,"20,357","$ 3,142.00 "
1998,"Rockfish, yelloweye",LOS ANGELES,Confidential,Confidential
1998,"Halibut, California",LOS ANGELES,"143,947","$ 436,906.00 "
1998,"Prawn, spot",SANTA BARBARA,"244,289","$ 1,606,203.00 "
1998,"Squid, market",SAN DIEGO,"4,974","$ 1,529.00 "
1998,"Rockfish, widow",EUREKA,"888,439","$ 350,955.00 "
1998,Yellowtail,SAN FRANCISCO,206,$ 182.00 
1998,"Sole, fantail",MONTEREY,Confidential,Confidential
1998,"Rockfish, blackgill",MORRO BAY,"81,517","$ 32,394.00 "
1998,"Shark, shortfin mako",MONTEREY,"18,954","$ 19,644.00 "
1998,"Whiting, Pacific",LOS ANGELES,Confidential,Confidential
1998,"Shark, gray smoothhound",LOS ANGELES,83,$ 30.00 
1998,Swordfish,FORT BRAGG,Confidential,Confidential
1998,"Worms, marine",LOS ANGELES,Confidential,Confidential
1998,"Rockfish, black",SANTA BARBARA,Confidential,Confidential
1998,"Octopus, unspecified",LOS ANGELES,"1,743","$ 1,808.00 "
1998,"Rockfish, kelp",FORT BRAGG,Confidential,Confidential
1998,"Shark, thresher",EUREKA,"22,233","$ 21,538.00 "
1998,"Sardine, Pacific",EUREKA,Confidential,Confidential
1998,"Rockfish, group small",MONTEREY,"20,135","$ 8,478.00 "
1998,Sablefish,MORRO BAY,"262,051","$ 203,740.00 "
1998,"Rockfish, bank",MORRO BAY,"303,489","$ 140,450.00 "
1998,"Tuna, unspecified",SAN FRANCISCO,"16,308","$ 49,114.00 "
1998,"Rockfish, redbanded",FORT BRAGG,Confidential,Confidential
1998,"Mackerel, Pacific",LOS ANGELES,"38,883,344","$ 1,790,948.00 "
1998,"Bonito, Pacific",SAN DIEGO,"8,089","$ 4,850.00 "
1998,"Rockfish, vermilion",SAN FRANCISCO,"2,698","$ 3,441.00 "
1998,Lingcod,BODEGA BAY,"19,325","$ 15,565.00 "
1998,"Rockfish, canary",EUREKA,"199,837","$ 107,200.00 "
1998,"Skate, unspecified",SAN FRANCISCO,"55,727","$ 16,823.00 "
1998,"Crab, rock unspecified",MONTEREY,"18,570","$ 24,824.00 "
1998,"Rockfish, copper",EUREKA,"9,410","$ 9,871.00 "
1998,"Tuna, unspecified",SAN DIEGO,"5,070","$ 7,471.00 "
1998,"Sea cucumber, unspecified",LOS ANGELES,"203,195","$ 133,181.00 "
1998,"Sole, Dover",MONTEREY,"852,378","$ 248,645.00 "
1998,"Crab, Dungeness",LOS ANGELES,603,"$ 1,332.00 "
1998,"Rockfish, group small",EUREKA,"627,129","$ 164,553.00 "
1998,"Sea urchin, red",FORT BRAGG,"2,824,857","$ 1,772,621.00 "
1998,"Shrimp, unspecified",LOS ANGELES,253,$ 238.00 
1998,"Rockfish, group black/blue",EUREKA,Confidential,Confidential
1998,"Surfperch, walleye",SAN FRANCISCO,Confidential,Confidential
1998,"Rockfish, bocaccio",MONTEREY,"68,146","$ 28,655.00 "
1998,Unspecified,EUREKA,Confidential,Confidential
1998,"Corvina, shortfin",SAN DIEGO,Confidential,Confidential
1998,"Rockfish, bronzespotted",MORRO BAY,Confidential,Confidential
1998,"Rockfish, yellowtail",FORT BRAGG,"117,994","$ 54,234.00 "
1998,"Shark, bigeye thresher",EUREKA,"3,018","$ 1,689.00 "
1998,"Thornyhead, shortspine",EUREKA,"532,503","$ 484,176.00 "
1998,"Rockfish, group red",BODEGA BAY,"59,079","$ 40,525.00 "
1998,"Whelk, Kellet's",MORRO BAY,Confidential,Confidential
1998,"Sea urchin, purple",LOS ANGELES,"16,173","$ 23,917.00 "
1998,"Rockfish, shortbelly",MONTEREY,Confidential,Confidential
1998,"Surfperch, pile",EUREKA,Confidential,Confidential
1998,"Crab, Dungeness",SAN FRANCISCO,"1,367,367","$ 3,314,633.00 "
1998,Eel,SANTA BARBARA,Confidential,Confidential
1998,"Rockfish, cowcod",MORRO BAY,"2,865","$ 2,455.00 "
1998,"Shark, shortfin mako",SAN DIEGO,"63,645","$ 72,380.00 "
1998,"Shad, American",SACRAMENTO DELTA,Confidential,Confidential
1998,"Tuna, albacore",MORRO BAY,"144,356","$ 119,369.00 "
1998,"Rockfish, flag",MONTEREY,Confidential,Confidential
1998,"Sculpin, staghorn",SAN FRANCISCO,"3,097","$ 3,843.00 "
1998,"Thornyhead, shortspine",LOS ANGELES,Confidential,Confidential
1998,"Sheephead, California",SANTA BARBARA,"137,520","$ 345,253.00 "
1998,"Rockfish, starry",SANTA BARBARA,"2,530","$ 2,859.00 "
1998,"Surfperch, redtail",EUREKA,"25,139","$ 27,534.00 "
1998,Lingcod,EUREKA,"119,162","$ 84,667.00 "
1998,"Rockfish, widow",SANTA BARBARA,Confidential,Confidential
1998,Escolar,LOS ANGELES,892,$ 892.00 
1998,"Flounder, arrowtooth",FORT BRAGG,Confidential,Confidential
1998,"Rockfish, greenblotched",MONTEREY,Confidential,Confidential
1998,"Sole, petrale",MONTEREY,"168,013","$ 185,611.00 "
1998,"Shrimp, brine",UNKNOWN MAJOR PORT,Confidential,Confidential
1998,"Shark, unspecified",LOS ANGELES,"1,379","$ 1,731.00 "
1998,"Fish, unspecified",MONTEREY,100,$ 143.00 
1998,Grenadier,MONTEREY,"513,561","$ 65,011.00 "
1998,"Shark, smooth hammerhead",LOS ANGELES,Confidential,Confidential
1998,"Rockfish, brown",EUREKA,"3,623","$ 5,582.00 "
1998,"Rockfish, group rosefish",BODEGA BAY,"21,666","$ 9,456.00 "
1998,"Tuna, bluefin",MORRO BAY,"6,593","$ 11,489.00 "
1998,"Salmon, Roe (Chinook, Coho)",SAN FRANCISCO,Confidential,Confidential
1998,"Flounder, starry",EUREKA,"39,807","$ 15,897.00 "
1998,"Sea urchin, red",EUREKA,Confidential,Confidential
1998,"Rockfish, group bolina",MONTEREY,"1,181","$ 2,140.00 "
1998,"Rockfish, brown",MONTEREY,Confidential,Confidential
1998,Salmon,BODEGA BAY,"1,073","$ 3,317.00 "
1998,"Snails, moon",LOS ANGELES,Confidential,Confidential
1998,"Sole, Dover",MORRO BAY,"1,334,262","$ 476,507.00 "
1998,"Shark, white",SANTA BARBARA,Confidential,Confidential
1998,"Sea urchin, purple",SAN FRANCISCO,Confidential,Confidential
1998,"Squid, market",LOS ANGELES,"501,750","$ 128,663.00 "
1998,"Rockfish, group small",LOS ANGELES,Confidential,Confidential
1998,"Tuna, skipjack",FORT BRAGG,Confidential,Confidential
1998,"Eel, California moray",LOS ANGELES,487,"$ 2,085.00 "
1998,"Sardine, Pacific",SAN DIEGO,"450,702","$ 20,023.00 "
1998,"Rockfish, canary",SAN FRANCISCO,"21,690","$ 20,331.00 "
1998,"Shark, leopard",SAN DIEGO,"2,410","$ 2,233.00 "
1998,"Shark, soupfin",LOS ANGELES,"15,506","$ 13,643.00 "
1998,Sablefish,MONTEREY,"531,953","$ 489,382.00 "
1998,"Shark, white",MONTEREY,Confidential,Confidential
1998,"Barracuda, California",SAN FRANCISCO,131,$ 126.00 
1998,"Sole, sand",MONTEREY,"3,009","$ 1,202.00 "
1998,"Octopus, unspecified",SAN FRANCISCO,"2,573","$ 1,696.00 "
1998,"Rockfish, group bolina",SANTA BARBARA,344,$ 974.00 
1998,"Shark, brown smoothhound",EUREKA,Confidential,Confidential
1998,"Bonito, Pacific",SAN FRANCISCO,Confidential,Confidential
1998,"Rockfish, group bolina",EUREKA,Confidential,Confidential
1998,"Surfperch, shiner",MORRO BAY,Confidential,Confidential
1998,"Rockfish, greenspotted",SAN FRANCISCO,"12,405","$ 7,145.00 "
1998,"Crab, box",LOS ANGELES,Confidential,Confidential
1998,"Lizardfish, California",LOS ANGELES,Confidential,Confidential
1998,"Rockfish, copper",BODEGA BAY,"5,404","$ 6,106.00 "
1998,"Tuna, unspecified",MORRO BAY,124,$ 109.00 
1998,"Shark, leopard",MONTEREY,"2,106","$ 2,122.00 "
1998,"Rockfish, yellowtail",BODEGA BAY,"225,491","$ 127,338.00 "
1998,"Clam, rosy razor",LOS ANGELES,Confidential,Confidential
1998,"Lobster, California spiny",SAN FRANCISCO,Confidential,Confidential
1998,"Bass, giant sea",MORRO BAY,Confidential,Confidential
1998,"Prawn, spot",MORRO BAY,"207,437","$ 1,392,432.00 "
1998,Lingcod,MORRO BAY,"28,317","$ 25,607.00 "
1998,"Sole, unspecified",SAN FRANCISCO,761,$ 354.00 
1998,"Squid, market",MORRO BAY,Confidential,Confidential
1998,"Rockfish, cowcod",SAN DIEGO,"2,749","$ 4,657.00 "
1998,"Squid, jumbo",EUREKA,"29,979","$ 1,622.00 "
1998,"Chiton, unspecified",EUREKA,Confidential,Confidential
1998,"Shark, spiny dogfish",EUREKA,"1,405",$ 0.00 
1998,Sanddab,BODEGA BAY,740,$ 234.00 
1998,"Rockfish, group gopher",FORT BRAGG,"3,031","$ 11,110.00 "
1998,"Sole, fantail",SAN FRANCISCO,"1,224",$ 888.00 
1998,"Rockfish, greenspotted",SANTA BARBARA,Confidential,Confidential
1998,"Rockfish, blue",SAN FRANCISCO,"30,569","$ 21,236.00 "
1998,"Eel, spotted cusk-",MONTEREY,Confidential,Confidential
1998,"Rockfish, bank",SAN DIEGO,"2,709","$ 2,118.00 "
1998,"Mullet, striped",LOS ANGELES,Confidential,Confidential
1998,"Rockfish, brown",SANTA BARBARA,Confidential,Confidential
1998,"Halibut, Pacific",FORT BRAGG,"5,836","$ 10,192.00 "
1998,"Scorpionfish, California",SAN DIEGO,"4,141","$ 7,086.00 "
1998,"Sea urchin, red",SANTA BARBARA,"5,642,059","$ 4,606,369.00 "
1998,"Shark, blue",SANTA BARBARA,Confidential,Confidential
1998,"Ray, unspecified",EUREKA,Confidential,Confidential
1998,"Tuna, yellowfin",SAN DIEGO,"1,978,589","$ 816,848.00 "
1998,"Rockfish, kelp",MONTEREY,581,$ 560.00 
1998,"Squid, jumbo",BODEGA BAY,103,$ 233.00 
1998,"Tuna, yellowfin",SANTA BARBARA,821,"$ 1,826.00 "
1998,Eel,SAN FRANCISCO,Confidential,Confidential
1998,"Shark, sixgill",SAN FRANCISCO,Confidential,Confidential
1998,"Shrimp, ocean (pink)",MONTEREY,Confidential,Confidential
1998,"Snail, sea",MORRO BAY,Confidential,Confidential
1998,Blacksmith,EUREKA,Confidential,Confidential
1998,Unspecified,LOS ANGELES,"3,199","$ 1,820.00 "
1998,Opaleye,MORRO BAY,Confidential,Confidential
1998,"Ray, unspecified",BODEGA BAY,Confidential,Confidential
1998,"Crab, rock unspecified",SANTA BARBARA,"742,969","$ 870,839.00 "
1998,"Mackerel, bullet",MORRO BAY,Confidential,Confidential
1998,Sanddab,EUREKA,"107,747","$ 34,300.00 "
1998,"Rockfish, splitnose",MONTEREY,Confidential,Confidential
1998,"Herring, round",LOS ANGELES,Confidential,Confidential
1998,"Rockfish, gopher",MORRO BAY,"1,455","$ 4,316.00 "
1998,"Scorpionfish, California",MORRO BAY,Confidential,Confidential
1998,"Rockfish, group red",LOS ANGELES,"65,341","$ 109,742.00 "
1998,"Seabass, white",MORRO BAY,"27,322","$ 57,971.00 "
1998,"Rockfish, blackgill",FORT BRAGG,566,$ 357.00 
1998,"Cabrilla, spotted",SAN FRANCISCO,Confidential,Confidential
1998,"Flounder, unspecified",MORRO BAY,"3,095","$ 3,596.00 "
1998,"Croaker, white",SANTA BARBARA,"5,408","$ 3,343.00 "
1998,"Crab, sand",LOS ANGELES,Confidential,Confidential
1998,"Shark, bigeye thresher",SAN FRANCISCO,Confidential,Confidential
1998,"Rockfish, pinkrose",BODEGA BAY,Confidential,Confidential
1998,"Barracuda, California",LOS ANGELES,"118,183","$ 66,471.00 "
1998,Lingcod,SAN FRANCISCO,"63,692","$ 59,458.00 "
1998,"Rockfish, cowcod",SANTA BARBARA,"4,465","$ 5,284.00 "
1998,"Rockfish, bank",SANTA BARBARA,Confidential,Confidential
1998,Oilfish,SAN FRANCISCO,190,$ 226.00 
1998,"Salmon, Roe (Chinook, Coho)",BODEGA BAY,Confidential,Confidential
1998,"Surfperch, pile",MORRO BAY,Confidential,Confidential
1998,"Seabass, white",LOS ANGELES,"90,343","$ 165,578.00 "
1998,Sargo,LOS ANGELES,51,$ 41.00 
1998,"Rockfish, yelloweye",EUREKA,"12,460","$ 17,003.00 "
1998,"Skate, big",EUREKA,Confidential,Confidential
1998,"Rockfish, gopher",EUREKA,15,$ 25.00 
1998,"Rockfish, black",MORRO BAY,191,$ 68.00 
1998,"Mackerel, jack",LOS ANGELES,"1,727,695","$ 124,164.00 "
1998,"Shark, spiny dogfish",MORRO BAY,"6,926","$ 1,766.00 "
1998,"Crab, box",SAN DIEGO,Confidential,Confidential
1998,"Smelt, surf",EUREKA,"93,807","$ 25,415.00 "
1998,"Tuna, bigeye",SAN DIEGO,"4,225","$ 6,712.00 "
1998,"Tuna, bigeye",SANTA BARBARA,"26,321","$ 75,481.00 "
1998,Opah,SAN FRANCISCO,"5,720","$ 2,280.00 "
1998,"Sole, sand",MORRO BAY,565,$ 397.00 
1998,Flyingfish,LOS ANGELES,Confidential,Confidential
1998,"Rockfish, chilipepper",MORRO BAY,"353,652","$ 165,285.00 "
1998,"Shad, threadfin",BODEGA BAY,Confidential,Confidential
1998,"Mackerel, Pacific",EUREKA,"20,067",$ 280.00 
1998,"Flounder, unspecified",BODEGA BAY,Confidential,Confidential
1998,"Croaker, unspecified",BODEGA BAY,Confidential,Confidential
1998,"Rockfish, blackgill",BODEGA BAY,"2,079","$ 1,029.00 "
1998,"Rockfish, group red",FORT BRAGG,"19,969","$ 9,929.00 "
1998,"Rockfish, black",SAN DIEGO,Confidential,Confidential
1998,"Shrimp, bay",SAN FRANCISCO,"89,348","$ 345,554.00 "
1998,"Croaker, white",MORRO BAY,Confidential,Confidential
1998,"Tomcod, Pacific",EUREKA,Confidential,Confidential
1998,"Mackerel, Pacific",BODEGA BAY,"3,083","$ 1,135.00 "
1998,"Greenling, kelp",MONTEREY,"2,809","$ 11,578.00 "
1998,"Smelt, night",EUREKA,"391,791","$ 104,361.00 "
1998,"Scorpionfish, California",LOS ANGELES,"96,378","$ 161,796.00 "
