2705
#Preseason forecast data
#Agency; 1 = FRI, Forecaster; 1 = Hilborn/Chasco and 2 = Don
#Agency; 2 = ADFG, Forecaster; 1 = ADFG
#Agency	Forecaster	ReturnYr	Dist	SystemID	fwAge	oAge	return
2	1	1968	324	5	1	2	374
2	1	1968	324	5	2	3	574
2	1	1968	324	5	2	2	578
2	1	1968	322	7	1	3	69
2	1	1968	322	7	1	2	373
2	1	1968	322	7	2	2	1109
2	1	1968	322	7	2	3	542
2	1	1968	321	8	1	2	405
2	1	1968	321	8	1	3	49
2	1	1968	321	8	2	2	570
2	1	1968	321	8	2	3	26
2	1	1968	326	9	1	2	95
2	1	1968	326	9	1	3	99
2	1	1968	326	9	2	2	19
2	1	1968	326	9	2	3	9
2	1	1969	325	1	1	2	928
2	1	1969	325	1	1	3	568
2	1	1969	325	1	2	3	26
2	1	1969	325	1	2	2	96
2	1	1969	325	2	0	0	14
2	1	1969	325	2	1	3	277
2	1	1969	325	2	1	2	70
2	1	1969	325	2	2	3	9
2	1	1969	325	2	2	2	39
2	1	1969	325	3	1	2	65
2	1	1969	325	3	1	3	278
2	1	1969	325	3	2	3	45
2	1	1969	325	3	2	2	36
2	1	1969	324	4	1	3	690
2	1	1969	324	4	1	2	8927
2	1	1969	324	4	2	2	3113
2	1	1969	324	4	2	3	50
2	1	1969	324	5	1	3	375
2	1	1969	324	5	1	2	105
2	1	1969	324	5	2	2	1396
2	1	1969	324	5	2	3	865
2	1	1969	322	7	1	2	34
2	1	1969	322	7	1	3	196
2	1	1969	322	7	2	3	523
2	1	1969	322	7	2	2	1186
2	1	1969	321	8	1	2	91
2	1	1969	321	8	1	3	47
2	1	1969	321	8	2	2	549
2	1	1969	321	8	2	3	25
2	1	1969	326	9	1	3	64
2	1	1969	326	9	1	2	82
2	1	1969	326	9	2	2	16
2	1	1969	326	9	2	3	18
2	1	1970	325	1	1	2	1256
2	1	1970	325	1	1	3	500
2	1	1970	325	1	2	3	90
2	1	1970	325	1	2	2	202
2	1	1970	325	2	0	0	33
2	1	1970	325	2	1	2	84
2	1	1970	325	2	1	3	470
2	1	1970	325	2	2	2	15
2	1	1970	325	2	2	3	16
2	1	1970	325	3	1	3	589
2	1	1970	325	3	1	2	78
2	1	1970	325	3	2	2	46
2	1	1970	325	3	2	3	101
2	1	1970	324	4	1	3	3024
2	1	1970	324	4	1	2	882
2	1	1970	324	4	2	3	562
2	1	1970	324	4	2	2	44234
2	1	1970	324	5	1	3	697
2	1	1970	324	5	1	2	307
2	1	1970	324	5	2	2	1548
2	1	1970	324	5	2	3	889
2	1	1970	322	7	1	2	38
2	1	1970	322	7	1	3	123
2	1	1970	322	7	2	2	3412
2	1	1970	322	7	2	3	1110
2	1	1970	321	8	1	3	158
2	1	1970	321	8	1	2	687
2	1	1970	321	8	2	3	100
2	1	1970	321	8	2	2	434
2	1	1970	326	9	1	3	206
2	1	1970	326	9	1	2	83
2	1	1970	326	9	2	3	19
2	1	1970	326	9	2	2	10
2	1	1971	325	1	1	2	685
2	1	1971	325	1	1	3	720
2	1	1971	325	1	2	2	201
2	1	1971	325	1	2	3	38
2	1	1971	325	2	0	0	35
2	1	1971	325	2	1	2	22
2	1	1971	325	2	1	3	341
2	1	1971	325	2	2	3	12
2	1	1971	325	2	2	2	12
2	1	1971	325	3	1	3	286
2	1	1971	325	3	1	2	105
2	1	1971	325	3	2	3	115
2	1	1971	325	3	2	2	59
2	1	1971	324	4	1	2	1728
2	1	1971	324	4	1	3	166
2	1	1971	324	4	2	3	3272
2	1	1971	324	4	2	2	1183
2	1	1971	324	5	1	2	330
2	1	1971	324	5	1	3	649
2	1	1971	324	5	2	2	575
2	1	1971	324	5	2	3	635
2	1	1971	322	7	1	3	121
2	1	1971	322	7	1	2	50
2	1	1971	322	7	2	2	818
2	1	1971	322	7	2	3	1042
2	1	1971	321	8	1	3	695
2	1	1971	321	8	1	2	104
2	1	1971	321	8	2	2	295
2	1	1971	321	8	2	3	56
2	1	1971	326	9	1	2	68
2	1	1971	326	9	1	3	271
2	1	1971	326	9	2	2	10
2	1	1971	326	9	2	3	14
2	1	1972	325	1	1	2	762
2	1	1972	325	1	1	3	439
2	1	1972	325	1	2	2	163
2	1	1972	325	1	2	3	50
2	1	1972	325	2	0	0	19
2	1	1972	325	2	1	2	49
2	1	1972	325	2	1	3	154
2	1	1972	325	2	2	2	4
2	1	1972	325	2	2	3	12
2	1	1972	325	3	1	3	247
2	1	1972	325	3	1	2	98
2	1	1972	325	3	2	3	18
2	1	1972	325	3	2	2	59
2	1	1972	324	4	1	3	279
2	1	1972	324	4	1	2	956
2	1	1972	324	4	2	2	2175
2	1	1972	324	4	2	3	449
2	1	1972	324	5	1	3	485
2	1	1972	324	5	1	2	202
2	1	1972	324	5	2	2	323
2	1	1972	324	5	2	3	436
2	1	1972	322	7	1	3	150
2	1	1972	322	7	1	2	46
2	1	1972	322	7	2	2	887
2	1	1972	322	7	2	3	457
2	1	1972	321	8	1	2	21
2	1	1972	321	8	1	3	98
2	1	1972	321	8	2	3	38
2	1	1972	321	8	2	2	108
2	1	1972	326	9	1	2	57
2	1	1972	326	9	1	3	45
2	1	1972	326	9	2	2	7
2	1	1972	326	9	2	3	17
2	1	1973	325	1	1	2	158
2	1	1973	325	1	1	3	518
2	1	1973	325	1	2	2	57
2	1	1973	325	1	2	3	46
2	1	1973	325	2	0	0	7
2	1	1973	325	2	1	3	192
2	1	1973	325	2	1	2	7
2	1	1973	325	2	2	2	2
2	1	1973	325	2	2	3	8
2	1	1973	325	3	1	2	20
2	1	1973	325	3	1	3	263
2	1	1973	325	3	2	2	23
2	1	1973	325	3	2	3	14
2	1	1973	324	4	1	2	1289
2	1	1973	324	4	1	3	260
2	1	1973	324	4	2	3	427
2	1	1973	324	4	2	2	420
2	1	1973	324	5	1	3	380
2	1	1973	324	5	1	2	58
2	1	1973	324	5	2	3	348
2	1	1973	324	5	2	2	150
2	1	1973	322	7	1	2	10
2	1	1973	322	7	1	3	69
2	1	1973	322	7	2	3	575
2	1	1973	322	7	2	2	340
2	1	1973	321	8	1	3	92
2	1	1973	321	8	1	2	11
2	1	1973	321	8	2	2	43
2	1	1973	321	8	2	3	42
2	1	1973	326	9	1	3	88
2	1	1973	326	9	1	2	10
2	1	1973	326	9	2	3	17
2	1	1973	326	9	2	2	4
2	1	1974	325	1	1	2	237
2	1	1974	325	1	1	3	148
2	1	1974	325	1	2	3	2
2	1	1974	325	1	2	2	12
2	1	1974	325	2	0	0	0
2	1	1974	325	2	1	2	16
2	1	1974	325	2	1	3	201
2	1	1974	325	2	2	2	0
2	1	1974	325	2	2	3	2
2	1	1974	325	3	1	3	38
2	1	1974	325	3	1	2	28
2	1	1974	325	3	2	2	5
2	1	1974	325	3	2	3	2
2	1	1974	324	4	1	3	150
2	1	1974	324	4	1	2	162
