2705
#Preseason forecast data
#Agency; 1 = FRI, Forecaster; 1 = Hilborn/Chasco and 2 = Don
#Agency; 2 = ADFG, Forecaster; 1 = ADFG
#Agency	Forecaster	ReturnYr	Dist	SystemID	fwAge	oAge	return
2	1	1974	324	4	2	2	2699
2	1	1974	324	4	2	3	18
2	1	1974	324	5	1	3	353
2	1	1974	324	5	1	2	9
2	1	1974	324	5	2	2	137
2	1	1974	324	5	2	3	148
2	1	1974	322	7	1	2	3
2	1	1974	322	7	1	3	51
2	1	1974	322	7	2	3	103
2	1	1974	322	7	2	2	12
2	1	1974	321	8	1	3	8
2	1	1974	321	8	1	2	22
2	1	1974	321	8	2	3	9
2	1	1974	321	8	2	2	51
2	1	1974	326	9	1	3	122
2	1	1974	326	9	1	2	117
2	1	1974	326	9	2	3	21
2	1	1974	326	9	2	2	37
2	1	1975	325	1	1	3	511
2	1	1975	325	1	1	2	838
2	1	1975	325	1	2	2	209
2	1	1975	325	1	2	3	55
2	1	1975	325	2	0	0	0
2	1	1975	325	2	1	3	259
2	1	1975	325	2	1	2	92
2	1	1975	325	2	2	3	41
2	1	1975	325	2	2	2	14
2	1	1975	325	3	1	3	176
2	1	1975	325	3	1	2	103
2	1	1975	325	3	2	2	51
2	1	1975	325	3	2	3	147
2	1	1975	324	4	1	3	104
2	1	1975	324	4	1	2	8
2	1	1975	324	4	2	3	533
2	1	1975	324	4	2	2	6206
2	1	1975	324	5	1	2	38
2	1	1975	324	5	1	3	414
2	1	1975	324	5	2	2	212
2	1	1975	324	5	2	3	562
2	1	1975	322	7	1	2	63
2	1	1975	322	7	1	3	98
2	1	1975	322	7	2	2	672
2	1	1975	322	7	2	3	672
2	1	1975	321	8	1	2	63
2	1	1975	321	8	1	3	21
2	1	1975	321	8	2	3	24
2	1	1975	321	8	2	2	172
2	1	1975	326	9	1	3	98
2	1	1975	326	9	1	2	68
2	1	1975	326	9	2	2	15
2	1	1975	326	9	2	3	10
2	1	1976	325	1	1	2	461
2	1	1976	325	1	1	3	564
2	1	1976	325	1	2	2	193
2	1	1976	325	1	2	3	76
2	1	1976	325	2	0	0	0
2	1	1976	325	2	1	3	528
2	1	1976	325	2	1	2	22
2	1	1976	325	2	2	2	31
2	1	1976	325	2	2	3	49
2	1	1976	325	3	1	2	35
2	1	1976	325	3	1	3	204
2	1	1976	325	3	2	2	52
2	1	1976	325	3	2	3	57
2	1	1976	324	4	1	3	189
2	1	1976	324	4	1	2	342
2	1	1976	324	4	2	2	2419
2	1	1976	324	4	2	3	1983
2	1	1976	324	5	1	3	562
2	1	1976	324	5	1	2	7
2	1	1976	324	5	2	2	557
2	1	1976	324	5	2	3	897
2	1	1976	322	7	1	2	61
2	1	1976	322	7	1	3	78
2	1	1976	322	7	2	2	666
2	1	1976	322	7	2	3	652
2	1	1976	321	8	1	3	120
2	1	1976	321	8	1	2	24
2	1	1976	321	8	2	3	83
2	1	1976	321	8	2	2	513
2	1	1976	326	9	1	2	55
2	1	1976	326	9	1	3	200
2	1	1976	326	9	2	3	19
2	1	1976	326	9	2	2	19
2	1	1977	325	1	1	3	468
2	1	1977	325	1	1	2	319
2	1	1977	325	1	2	2	103
2	1	1977	325	1	2	3	68
2	1	1977	325	2	0	0	0
2	1	1977	325	2	1	2	64
2	1	1977	325	2	1	3	229
2	1	1977	325	2	2	3	25
2	1	1977	325	2	2	2	5
2	1	1977	325	3	1	2	69
2	1	1977	325	3	1	3	253
2	1	1977	325	3	2	3	45
2	1	1977	325	3	2	2	41
2	1	1977	324	4	1	3	139
2	1	1977	324	4	1	2	320
2	1	1977	324	4	2	2	1394
2	1	1977	324	4	2	3	416
2	1	1977	324	5	1	3	478
2	1	1977	324	5	1	2	273
2	1	1977	324	5	2	3	666
2	1	1977	324	5	2	2	680
2	1	1977	322	7	1	3	108
2	1	1977	322	7	1	2	48
2	1	1977	322	7	2	2	525
2	1	1977	322	7	2	3	926
2	1	1977	321	8	1	3	39
2	1	1977	321	8	1	2	6
2	1	1977	321	8	2	2	96
2	1	1977	321	8	2	3	116
2	1	1977	326	9	1	2	57
2	1	1977	326	9	1	3	146
2	1	1977	326	9	2	2	19
2	1	1977	326	9	2	3	33
2	1	1978	325	1	1	2	1435
2	1	1978	325	1	1	3	199
2	1	1978	325	1	2	2	60
2	1	1978	325	1	2	3	26
2	1	1978	325	2	0	0	0
2	1	1978	325	2	1	3	299
2	1	1978	325	2	1	2	92
2	1	1978	325	2	2	2	23
2	1	1978	325	2	2	3	32
2	1	1978	325	3	1	2	98
2	1	1978	325	3	1	3	108
2	1	1978	325	3	2	2	19
2	1	1978	325	3	2	3	18
2	1	1978	324	4	1	3	278
2	1	1978	324	4	1	2	4484
2	1	1978	324	4	2	3	157
2	1	1978	324	4	2	2	170
2	1	1978	324	5	1	2	242
2	1	1978	324	5	1	3	596
2	1	1978	324	5	2	2	296
2	1	1978	324	5	2	3	563
2	1	1978	322	7	1	3	115
2	1	1978	322	7	1	2	73
2	1	1978	322	7	2	2	463
2	1	1978	322	7	2	3	873
2	1	1978	321	8	1	2	30
2	1	1978	321	8	1	3	121
2	1	1978	321	8	2	2	52
2	1	1978	321	8	2	3	44
2	1	1978	326	9	1	2	56
2	1	1978	326	9	1	3	174
2	1	1978	326	9	2	3	17
2	1	1978	326	9	2	2	42
2	1	1979	325	1	1	2	1078
2	1	1979	325	1	1	3	1036
2	1	1979	325	1	2	2	427
2	1	1979	325	1	2	3	38
2	1	1979	325	2	0	0	0
2	1	1979	325	2	1	2	384
2	1	1979	325	2	1	3	407
2	1	1979	325	2	2	3	52
2	1	1979	325	2	2	2	58
2	1	1979	325	3	1	3	654
2	1	1979	325	3	1	2	100
2	1	1979	325	3	2	2	52
2	1	1979	325	3	2	3	51
2	1	1979	324	4	1	3	1272
2	1	1979	324	4	1	2	4318
2	1	1979	324	4	2	3	146
2	1	1979	324	4	2	2	6613
2	1	1979	324	5	1	3	441
2	1	1979	324	5	1	2	307
2	1	1979	324	5	2	2	684
2	1	1979	324	5	2	3	312
2	1	1979	322	7	1	3	224
2	1	1979	322	7	1	2	91
2	1	1979	322	7	2	3	398
2	1	1979	322	7	2	2	1458
2	1	1979	321	8	1	2	459
2	1	1979	321	8	1	3	67
2	1	1979	321	8	2	2	447
2	1	1979	321	8	2	3	10
2	1	1979	326	9	1	3	288
2	1	1979	326	9	1	2	95
2	1	1979	326	9	2	2	49
2	1	1979	326	9	2	3	35
2	1	1980	325	1	1	3	1076
2	1	1980	325	1	1	2	952
2	1	1980	325	1	2	3	178
2	1	1980	325	1	2	2	132
2	1	1980	325	2	0	0	0
2	1	1980	325	2	1	3	2038
2	1	1980	325	2	1	2	170
2	1	1980	325	2	2	2	124
2	1	1980	325	2	2	3	40
2	1	1980	325	3	1	3	1000
2	1	1980	325	3	1	2	97
2	1	1980	325	3	2	3	164
2	1	1980	325	3	2	2	164
2	1	1980	324	4	1	3	2177
2	1	1980	324	4	1	2	1804
2	1	1980	324	4	2	3	1850
2	1	1980	324	4	2	2	34233
2	1	1980	324	5	1	2	319
2	1	1980	324	5	1	3	793
2	1	1980	324	5	2	2	685
2	1	1980	324	5	2	3	906
2	1	1980	322	7	1	3	309
2	1	1980	322	7	1	2	130
2	1	1980	322	7	2	3	1697
2	1	1980	322	7	2	2	1309
2	1	1980	321	8	1	2	141
2	1	1980	321	8	1	3	445
2	1	1980	321	8	2	3	189
2	1	1980	321	8	2	2	713
2	1	1980	326	9	1	3	373
2	1	1980	326	9	1	2	91
2	1	1980	326	9	2	3	35
2	1	1980	326	9	2	2	32
2	1	1981	325	1	1	2	810
2	1	1981	325	1	1	3	1175
2	1	1981	325	1	2	2	189
2	1	1981	325	1	2	3	162
2	1	1981	325	2	0	0	0
2	1	1981	325	2	1	2	174
2	1	1981	325	2	1	3	886
2	1	1981	325	2	2	2	70
2	1	1981	325	2	2	3	242
2	1	1981	325	3	1	2	67
2	1	1981	325	3	1	3	1453
2	1	1981	325	3	2	2	193
2	1	1981	325	3	2	3	281
2	1	1981	324	4	1	2	1433
2	1	1981	324	4	1	3	1483
2	1	1981	324	4	2	2	4991
2	1	1981	324	4	2	3	2512
2	1	1981	324	5	1	2	302
2	1	1981	324	5	1	3	1281
2	1	1981	324	5	2	3	1113
2	1	1981	324	5	2	2	649
2	1	1981	322	7	1	2	324
2	1	1981	322	7	1	3	287
2	1	1981	322	7	2	2	1396
2	1	1981	322	7	2	3	1166
2	1	1981	321	8	1	3	655
2	1	1981	321	8	1	2	350
2	1	1981	321	8	2	3	437
2	1	1981	321	8	2	2	1587
2	1	1981	326	9	1	2	136
2	1	1981	326	9	1	3	333
2	1	1981	326	9	2	3	108
2	1	1981	326	9	2	2	70
2	1	1982	325	1	1	3	2133
2	1	1982	325	1	1	2	2516
2	1	1982	325	1	2	3	211
2	1	1982	325	1	2	2	40
2	1	1982	325	2	0	0	0
2	1	1982	325	2	1	2	758
2	1	1982	325	2	1	3	2021
2	1	1982	325	2	2	3	292
2	1	1982	325	2	2	2	33
2	1	1982	325	3	1	3	836
2	1	1982	325	3	1	2	580
2	1	1982	325	3	2	3	210
2	1	1982	325	3	2	2	201
2	1	1982	324	4	1	2	9773
2	1	1982	324	4	1	3	587
2	1	1982	324	4	2	2	2105
2	1	1982	324	4	2	3	614
2	1	1982	324	5	1	3	1335
2	1	1982	324	5	1	2	307
2	1	1982	324	5	2	2	1276
2	1	1982	324	5	2	3	894
2	1	1982	322	7	1	2	746
2	1	1982	322	7	1	3	986
2	1	1982	322	7	2	3	1032
2	1	1982	322	7	2	2	1472
2	1	1982	321	8	1	3	510
2	1	1982	321	8	1	2	149
2	1	1982	321	8	2	3	340
2	1	1982	321	8	2	2	1066
2	1	1982	326	9	1	3	449
2	1	1982	326	9	1	2	364
2	1	1982	326	9	2	2	96
2	1	1982	326	9	2	3	28
2	1	1983	325	1	1	3	899
2	1	1983	325	1	1	2	1647
2	1	1983	325	1	2	2	616
2	1	1983	325	1	2	3	94
2	1	1983	325	2	0	0	0
2	1	1983	325	2	1	3	1365
2	1	1983	325	2	1	2	301
2	1	1983	325	2	2	3	102
2	1	1983	325	2	2	2	81
2	1	1983	325	3	1	3	299
2	1	1983	325	3	1	2	153
2	1	1983	325	3	2	3	131
2	1	1983	325	3	2	2	57
2	1	1983	324	4	1	3	962
2	1	1983	324	4	1	2	6616
2	1	1983	324	4	2	3	374
2	1	1983	324	4	2	2	1786
2	1	1983	324	5	1	3	949
2	1	1983	324	5	1	2	511
2	1	1983	324	5	2	2	780
2	1	1983	324	5	2	3	704
2	1	1983	322	7	1	3	433
2	1	1983	322	7	1	2	666
2	1	1983	322	7	2	2	1342
2	1	1983	322	7	2	3	974
2	1	1983	321	8	1	2	3305
2	1	1983	321	8	1	3	215
2	1	1983	321	8	2	2	424
2	1	1983	321	8	2	3	233
2	1	1983	326	9	1	2	172
2	1	1983	326	9	1	3	302
2	1	1983	326	9	2	3	44
2	1	1983	326	9	2	2	71
2	1	1984	325	1	1	3	2492
2	1	1984	325	1	1	2	1353
2	1	1984	325	1	2	2	481
2	1	1984	325	1	2	3	258
2	1	1984	325	2	0	0	0
2	1	1984	325	2	1	2	650
2	1	1984	325	2	1	3	2140
2	1	1984	325	2	2	2	86
2	1	1984	325	2	2	3	69
2	1	1984	325	3	1	2	347
2	1	1984	325	3	1	3	856
2	1	1984	325	3	2	2	184
2	1	1984	325	3	2	3	52
2	1	1984	324	4	1	3	2982
2	1	1984	324	4	1	2	6041
2	1	1984	324	4	2	2	7314
2	1	1984	324	4	2	3	367
2	1	1984	324	5	1	2	595
2	1	1984	324	5	1	3	2549
2	1	1984	324	5	2	3	1090
2	1	1984	324	5	2	2	895
2	1	1984	322	7	1	2	354
2	1	1984	322	7	1	3	973
2	1	1984	322	7	2	2	1917
2	1	1984	322	7	2	3	2844
2	1	1984	321	8	1	3	1177
2	1	1984	321	8	1	2	394
2	1	1984	321	8	2	2	1476
2	1	1984	321	8	2	3	249
2	1	1984	326	9	1	3	454
2	1	1984	326	9	1	2	203
2	1	1984	326	9	2	3	55
2	1	1984	326	9	2	2	67
2	1	1985	325	1	1	2	950
2	1	1985	325	1	1	3	835
2	1	1985	325	1	2	2	474
2	1	1985	325	1	2	3	75
2	1	1985	325	2	0	0	0
2	1	1985	325	2	1	3	497
2	1	1985	325	2	1	2	1119
2	1	1985	325	2	2	2	57
2	1	1985	325	2	2	3	33
2	1	1985	325	3	1	2	187
2	1	1985	325	3	1	3	62
2	1	1985	325	3	2	2	16
2	1	1985	325	3	2	3	42
2	1	1985	324	4	1	2	938
2	1	1985	324	4	1	3	1271
2	1	1985	324	4	2	2	7841
2	1	1985	324	4	2	3	2132
2	1	1985	324	5	1	2	1094
2	1	1985	324	5	1	3	1022
2	1	1985	324	5	2	2	1972
2	1	1985	324	5	2	3	780
2	1	1985	322	7	1	3	704
2	1	1985	322	7	1	2	287
2	1	1985	322	7	2	3	1461
2	1	1985	322	7	2	2	4138
2	1	1985	321	8	1	3	824
2	1	1985	321	8	1	2	881
2	1	1985	321	8	2	2	3391
2	1	1985	321	8	2	3	525
2	1	1985	326	9	1	2	398
2	1	1985	326	9	1	3	305
2	1	1985	326	9	2	2	215
2	1	1985	326	9	2	3	31
2	1	1986	325	1	1	2	799
2	1	1986	325	1	1	3	774
2	1	1986	325	1	2	3	42
2	1	1986	325	1	2	2	86
2	1	1986	325	2	0	0	0
2	1	1986	325	2	1	2	176
2	1	1986	325	2	1	3	1157
2	1	1986	325	2	2	2	68
2	1	1986	325	2	2	3	36
2	1	1986	325	3	1	2	136
2	1	1986	325	3	1	3	456
2	1	1986	325	3	2	3	23
2	1	1986	325	3	2	2	88
2	1	1986	324	4	1	3	241
2	1	1986	324	4	1	2	1226
2	1	1986	324	4	2	2	2257
2	1	1986	324	4	2	3	739
2	1	1986	324	5	1	2	558
2	1	1986	324	5	1	3	935
2	1	1986	324	5	2	3	725
2	1	1986	324	5	2	2	960
2	1	1986	322	7	1	2	304
2	1	1986	322	7	1	3	388
2	1	1986	322	7	2	3	1857
2	1	1986	322	7	2	2	2867
2	1	1986	321	8	1	2	454
2	1	1986	321	8	1	3	1342
2	1	1986	321	8	2	3	722
2	1	1986	321	8	2	2	2378
2	1	1986	326	9	1	3	299
2	1	1986	326	9	1	2	143
2	1	1986	326	9	2	3	18
2	1	1986	326	9	2	2	61
2	1	1987	325	1	1	3	891
2	1	1987	325	1	1	2	878
2	1	1987	325	1	2	2	130
2	1	1987	325	1	2	3	66
2	1	1987	325	2	0	0	0
2	1	1987	325	2	1	3	574
2	1	1987	325	2	1	2	196
2	1	1987	325	2	2	2	46
2	1	1987	325	2	2	3	34
2	1	1987	325	3	1	3	343
2	1	1987	325	3	1	2	87
2	1	1987	325	3	2	2	58
2	1	1987	325	3	2	3	30
2	1	1987	324	4	1	3	393
2	1	1987	324	4	1	2	1019
2	1	1987	324	4	2	2	970
2	1	1987	324	4	2	3	334
2	1	1987	324	5	1	2	229
2	1	1987	324	5	1	3	703
2	1	1987	324	5	2	2	487
2	1	1987	324	5	2	3	635
2	1	1987	322	7	1	3	924
2	1	1987	322	7	1	2	1187
2	1	1987	322	7	2	3	930
2	1	1987	322	7	2	2	1824
2	1	1987	321	8	1	2	415
2	1	1987	321	8	1	3	1264
2	1	1987	321	8	2	2	829
2	1	1987	321	8	2	3	608
2	1	1987	326	9	1	2	98
2	1	1987	326	9	1	3	262
2	1	1987	326	9	2	2	27
2	1	1987	326	9	2	3	14
2	1	1988	325	1	1	2	1116
2	1	1988	325	1	1	3	1638
2	1	1988	325	1	2	3	77
2	1	1988	325	1	2	2	190
2	1	1988	325	2	0	0	0
2	1	1988	325	2	1	3	1472
2	1	1988	325	2	1	2	273
2	1	1988	325	2	2	2	11
2	1	1988	325	2	2	3	78
2	1	1988	325	3	1	2	247
2	1	1988	325	3	1	3	824
2	1	1988	325	3	2	2	40
2	1	1988	325	3	2	3	55
2	1	1988	324	4	1	3	1275
2	1	1988	324	4	1	2	4816
2	1	1988	324	4	2	3	299
2	1	1988	324	4	2	2	2915
2	1	1988	324	5	1	3	702
2	1	1988	324	5	1	2	289
2	1	1988	324	5	2	2	800
2	1	1988	324	5	2	3	659
2	1	1988	322	7	1	3	2195
2	1	1988	322	7	1	2	609
2	1	1988	322	7	2	2	2191
2	1	1988	322	7	2	3	949
2	1	1988	321	8	1	3	943
2	1	1988	321	8	1	2	760
2	1	1988	321	8	2	2	1291
2	1	1988	321	8	2	3	428
2	1	1988	326	9	1	2	239
2	1	1988	326	9	1	3	448
2	1	1988	326	9	2	2	28
2	1	1988	326	9	2	3	18
2	1	1989	325	1	1	3	949
2	1	1989	325	1	1	2	894
2	1	1989	325	1	2	3	52
2	1	1989	325	1	2	2	92
2	1	1989	325	2	0	0	0
2	1	1989	325	2	1	3	659
2	1	1989	325	2	1	2	118
2	1	1989	325	2	2	2	18
2	1	1989	325	2	2	3	10
2	1	1989	325	3	1	3	316
2	1	1989	325	3	1	2	87
2	1	1989	325	3	2	3	21
2	1	1989	325	3	2	2	28
2	1	1989	324	4	1	2	3282
2	1	1989	324	4	1	3	1493
2	1	1989	324	4	2	3	505
2	1	1989	324	4	2	2	7575
2	1	1989	324	5	1	3	1261
2	1	1989	324	5	1	2	680
2	1	1989	324	5	2	3	611
2	1	1989	324	5	2	2	792
2	1	1989	322	7	1	2	514
2	1	1989	322	7	1	3	1071
2	1	1989	322	7	2	3	1154
2	1	1989	322	7	2	2	3292
2	1	1989	321	8	1	2	848
2	1	1989	321	8	1	3	890
2	1	1989	321	8	2	2	1659
2	1	1989	321	8	2	3	431
2	1	1989	326	9	1	3	483
2	1	1989	326	9	1	2	166
2	1	1989	326	9	2	3	19
2	1	1989	326	9	2	2	26
2	1	1990	325	1	1	2	854
2	1	1990	325	1	1	3	1041
2	1	1990	325	1	2	2	60
2	1	1990	325	1	2	3	51
2	1	1990	325	2	0	0	0
2	1	1990	325	2	1	3	765
2	1	1990	325	2	1	2	178
2	1	1990	325	2	2	3	25
2	1	1990	325	2	2	2	16
2	1	1990	325	3	1	2	102
2	1	1990	325	3	1	3	474
2	1	1990	325	3	2	3	36
2	1	1990	325	3	2	2	32
2	1	1990	324	4	1	3	1139
2	1	1990	324	4	1	2	1368
2	1	1990	324	4	2	3	900
2	1	1990	324	4	2	2	5981
2	1	1990	324	5	1	3	1510
2	1	1990	324	5	1	2	678
2	1	1990	324	5	2	2	828
2	1	1990	324	5	2	3	810
2	1	1990	322	7	1	2	769
2	1	1990	322	7	1	3	858
2	1	1990	322	7	2	2	3201
2	1	1990	322	7	2	3	1046
2	1	1990	321	8	1	2	794
2	1	1990	321	8	1	3	745
2	1	1990	321	8	2	2	1117
2	1	1990	321	8	2	3	584
2	1	1990	326	9	1	2	95
2	1	1990	326	9	1	3	195
2	1	1990	326	9	2	2	24
2	1	1990	326	9	2	3	26
2	1	1991	325	1	1	2	1034
2	1	1991	325	1	1	3	1039
2	1	1991	325	1	2	2	77
2	1	1991	325	1	2	3	46
2	1	1991	325	2	0	0	0
2	1	1991	325	2	1	3	1102
2	1	1991	325	2	1	2	55
2	1	1991	325	2	2	3	20
2	1	1991	325	2	2	2	26
2	1	1991	325	3	1	2	83
2	1	1991	325	3	1	3	448
2	1	1991	325	3	2	3	43
2	1	1991	325	3	2	2	41
2	1	1991	324	4	1	2	5130
2	1	1991	324	4	1	3	892
2	1	1991	324	4	2	2	924
2	1	1991	324	4	2	3	1184
2	1	1991	324	5	1	3	3045
2	1	1991	324	5	1	2	1016
2	1	1991	324	5	2	3	1302
2	1	1991	324	5	2	2	1023
2	1	1991	322	7	1	3	1792
2	1	1991	322	7	1	2	529
2	1	1991	322	7	2	2	4473
2	1	1991	322	7	2	3	1914
2	1	1991	321	8	1	2	839
2	1	1991	321	8	1	3	952
2	1	1991	321	8	2	3	602
2	1	1991	321	8	2	2	1325
2	1	1991	326	9	1	2	92
2	1	1991	326	9	1	3	252
2	1	1991	326	9	2	2	25
2	1	1991	326	9	2	3	26
2	1	1992	325	1	1	3	1524
2	1	1992	325	1	1	2	1006
2	1	1992	325	1	2	2	139
2	1	1992	325	1	2	3	68
2	1	1992	325	2	0	0	722
2	1	1992	325	2	1	2	91
2	1	1992	325	2	1	3	664
2	1	1992	325	2	2	2	3
2	1	1992	325	2	2	3	8
2	1	1992	325	3	1	3	516
2	1	1992	325	3	1	2	117
2	1	1992	325	3	2	2	38
2	1	1992	325	3	2	3	50
2	1	1992	324	4	1	3	2343
2	1	1992	324	4	1	2	3451
2	1	1992	324	4	2	3	424
2	1	1992	324	4	2	2	6738
2	1	1992	324	5	1	3	1586
2	1	1992	324	5	1	2	602
2	1	1992	324	5	2	3	1444
2	1	1992	324	5	2	2	866
2	1	1992	322	7	1	3	2078
2	1	1992	322	7	1	2	961
2	1	1992	322	7	2	2	5998
2	1	1992	322	7	2	3	2339
2	1	1992	321	8	1	2	1078
2	1	1992	321	8	1	3	1087
2	1	1992	321	8	2	3	744
2	1	1992	321	8	2	2	1699
2	1	1992	326	9	1	3	437
2	1	1992	326	9	1	2	120
2	1	1992	326	9	2	2	35
2	1	1992	326	9	2	3	44
1	2	1993	325	1	0	3	0
1	2	1993	325	1	0	2	0
1	2	1993	325	1	0	4	0
1	2	1993	325	1	1	4	0
1	2	1993	325	1	1	2	890
1	2	1993	325	1	1	3	1830
2	1	1993	325	1	1	2	1246
2	1	1993	325	1	1	3	1227
1	2	1993	325	1	2	1	0
1	2	1993	325	1	2	3	80
1	2	1993	325	1	2	2	10
2	1	1993	325	1	2	3	74
2	1	1993	325	1	2	2	92
1	2	1993	325	2	0	3	570
1	2	1993	325	2	0	2	80
1	2	1993	325	2	0	4	110
2	1	1993	325	2	0	0	639
1	2	1993	325	2	1	2	110
1	2	1993	325	2	1	3	590
1	2	1993	325	2	1	4	60
2	1	1993	325	2	1	2	147
2	1	1993	325	2	1	3	842
1	2	1993	325	2	2	1	0
1	2	1993	325	2	2	2	0
1	2	1993	325	2	2	3	0
2	1	1993	325	2	2	3	54
2	1	1993	325	2	2	2	22
1	2	1993	325	3	0	2	0
1	2	1993	325	3	0	3	0
1	2	1993	325	3	0	4	0
1	2	1993	325	3	1	2	180
1	2	1993	325	3	1	3	1370
1	2	1993	325	3	1	4	0
2	1	1993	325	3	1	2	214
2	1	1993	325	3	1	3	759
1	2	1993	325	3	2	2	20
1	2	1993	325	3	2	3	30
1	2	1993	325	3	2	1	0
2	1	1993	325	3	2	3	42
2	1	1993	325	3	2	2	49
1	2	1993	324	4	0	3	0
1	2	1993	324	4	0	4	0
1	2	1993	324	4	0	2	0
1	2	1993	324	4	1	4	0
1	2	1993	324	4	1	2	2800
1	2	1993	324	4	1	3	900
2	1	1993	324	4	1	2	4942
2	1	1993	324	4	1	3	1877
1	2	1993	324	4	2	1	0
1	2	1993	324	4	2	3	1300
1	2	1993	324	4	2	2	4100
2	1	1993	324	4	2	2	4627
2	1	1993	324	4	2	3	1046
1	2	1993	324	5	0	3	0
1	2	1993	324	5	0	4	0
1	2	1993	324	5	0	2	0
1	2	1993	324	5	1	4	0
1	2	1993	324	5	1	2	400
1	2	1993	324	5	1	3	900
2	1	1993	324	5	1	2	562
2	1	1993	324	5	1	3	1327
1	2	1993	324	5	2	1	0
1	2	1993	324	5	2	2	1000
1	2	1993	324	5	2	3	1300
2	1	1993	324	5	2	3	936
2	1	1993	324	5	2	2	757
1	2	1993	322	7	0	3	0
1	2	1993	322	7	0	4	0
1	2	1993	322	7	0	2	0
1	2	1993	322	7	1	2	400
1	2	1993	322	7	1	4	0
1	2	1993	322	7	1	3	1100
2	1	1993	322	7	1	2	948
2	1	1993	322	7	1	3	1778
1	2	1993	322	7	2	2	11000
1	2	1993	322	7	2	1	0
1	2	1993	322	7	2	3	5700
2	1	1993	322	7	2	2	10888
2	1	1993	322	7	2	3	3269
1	2	1993	321	8	0	4	0
1	2	1993	321	8	0	3	0
1	2	1993	321	8	0	2	0
1	2	1993	321	8	1	4	0
1	2	1993	321	8	1	2	1500
1	2	1993	321	8	1	3	1600
2	1	1993	321	8	1	2	2000
2	1	1993	321	8	1	3	878
1	2	1993	321	8	2	2	1500
1	2	1993	321	8	2	3	900
1	2	1993	321	8	2	1	0
2	1	1993	321	8	2	3	717
2	1	1993	321	8	2	2	2000
1	2	1993	326	9	0	4	0
1	2	1993	326	9	0	3	0
1	2	1993	326	9	0	2	0
1	2	1993	326	9	1	3	350
1	2	1993	326	9	1	4	0
1	2	1993	326	9	1	2	120
2	1	1993	326	9	1	3	422
2	1	1993	326	9	1	2	115
1	2	1993	326	9	2	2	30
1	2	1993	326	9	2	1	0
1	2	1993	326	9	2	3	30
2	1	1993	326	9	2	2	33
2	1	1993	326	9	2	3	34
1	2	1994	325	1	0	4	0
1	2	1994	325	1	0	2	0
1	2	1994	325	1	0	3	0
1	2	1994	325	1	1	4	0
1	2	1994	325	1	1	3	1400
1	2	1994	325	1	1	2	1500
2	1	1994	325	1	1	3	1336
2	1	1994	325	1	1	2	980
1	2	1994	325	1	2	2	60
1	2	1994	325	1	2	3	50
1	2	1994	325	1	2	1	0
2	1	1994	325	1	2	2	127
2	1	1994	325	1	2	3	68
1	2	1994	325	2	0	4	80
1	2	1994	325	2	0	2	70
1	2	1994	325	2	0	3	430
2	1	1994	325	2	0	0	626
1	2	1994	325	2	1	3	820
1	2	1994	325	2	1	4	70
1	2	1994	325	2	1	2	120
2	1	1994	325	2	1	3	794
2	1	1994	325	2	1	2	131
1	2	1994	325	2	2	3	0
1	2	1994	325	2	2	2	0
1	2	1994	325	2	2	1	0
2	1	1994	325	2	2	2	22
2	1	1994	325	2	2	3	14
1	2	1994	325	3	0	4	0
1	2	1994	325	3	0	3	0
1	2	1994	325	3	0	2	0
1	2	1994	325	3	1	4	0
1	2	1994	325	3	1	2	310
1	2	1994	325	3	1	3	360
2	1	1994	325	3	1	2	238
2	1	1994	325	3	1	3	1184
1	2	1994	325	3	2	3	40
1	2	1994	325	3	2	1	0
1	2	1994	325	3	2	2	60
2	1	1994	325	3	2	2	87
2	1	1994	325	3	2	3	66
1	2	1994	324	4	0	3	0
1	2	1994	324	4	0	4	0
1	2	1994	324	4	0	2	0
1	2	1994	324	4	1	4	0
1	2	1994	324	4	1	2	3850
1	2	1994	324	4	1	3	1380
2	1	1994	324	4	1	2	3311
2	1	1994	324	4	1	3	2159
1	2	1994	324	4	2	3	800
1	2	1994	324	4	2	1	0
1	2	1994	324	4	2	2	12770
2	1	1994	324	4	2	2	12610
2	1	1994	324	4	2	3	920
1	2	1994	324	5	0	3	0
1	2	1994	324	5	0	4	0
1	2	1994	324	5	0	2	0
1	2	1994	324	5	1	4	0
1	2	1994	324	5	1	2	1360
1	2	1994	324	5	1	3	720
2	1	1994	324	5	1	3	1350
2	1	1994	324	5	1	2	928
1	2	1994	324	5	2	3	1300
1	2	1994	324	5	2	1	0
1	2	1994	324	5	2	2	510
2	1	1994	324	5	2	2	828
2	1	1994	324	5	2	3	1037
1	2	1994	324	6	0	3	0
1	2	1994	324	6	0	4	0
1	2	1994	324	6	0	2	0
1	2	1994	324	6	1	4	0
1	2	1994	324	6	1	2	240
1	2	1994	324	6	1	3	160
1	2	1994	324	6	2	3	20
1	2	1994	324	6	2	1	0
1	2	1994	324	6	2	2	140
1	2	1994	322	7	0	3	0
1	2	1994	322	7	0	2	0
1	2	1994	322	7	0	4	0
1	2	1994	322	7	1	4	0
1	2	1994	322	7	1	2	440
1	2	1994	322	7	1	3	1230
2	1	1994	322	7	1	2	674
2	1	1994	322	7	1	3	1870
1	2	1994	322	7	2	3	11650
1	2	1994	322	7	2	1	0
1	2	1994	322	7	2	2	2920
2	1	1994	322	7	2	3	9690
2	1	1994	322	7	2	2	7908
